"","Author","Functions","n"
"9916","MarkEdmondson1234","loginOutput",2
"9917","MarkEdmondson1234","low_matrix",2
"9918","MarkEdmondson1234","ls",2
"9919","MarkEdmondson1234","mainPanel",2
"9920","MarkEdmondson1234","make_cohort_group",2
"9921","MarkEdmondson1234","make_ga_4_req",2
"9922","MarkEdmondson1234","map",6
"9923","MarkEdmondson1234","map_dbl",2
"9924","MarkEdmondson1234","matrix",4
"9925","MarkEdmondson1234","max",6
"9926","MarkEdmondson1234","md_data",2
"9927","MarkEdmondson1234","md_dims",2
"9928","MarkEdmondson1234","md_metrics",2
"9929","MarkEdmondson1234","md_object",2
"9930","MarkEdmondson1234","mean",2
"9931","MarkEdmondson1234","median",4
"9932","MarkEdmondson1234","melt",2
"9933","MarkEdmondson1234","menuItem",4
"9934","MarkEdmondson1234","menuSubItem",4
"9935","MarkEdmondson1234","message",12
"9936","MarkEdmondson1234","min",8
"9937","MarkEdmondson1234","modifyList",2
"9938","MarkEdmondson1234","month",2
"9939","MarkEdmondson1234","months",4
"9940","MarkEdmondson1234","multi_selectUI",4
"9941","MarkEdmondson1234","mutate",8
"9942","MarkEdmondson1234","mutate_if",2
"9943","MarkEdmondson1234","myDataTable",2
"9944","MarkEdmondson1234","MySQL",2
"9945","MarkEdmondson1234","n",6
"9946","MarkEdmondson1234","names",20
"9947","MarkEdmondson1234","navbarPage",2
"9948","MarkEdmondson1234","ncol",2
"9949","MarkEdmondson1234","need",6
"9950","MarkEdmondson1234","Negate",224
"9951","MarkEdmondson1234","nest",2
"9952","MarkEdmondson1234","new",2
"9953","MarkEdmondson1234","newvalue",2
"9954","MarkEdmondson1234","nrow",8
"9955","MarkEdmondson1234","ns",2
"9956","MarkEdmondson1234","NS",2
"9957","MarkEdmondson1234","observe",4
"9958","MarkEdmondson1234","observeEvent",2
"9959","MarkEdmondson1234","on.exit",2
"9960","MarkEdmondson1234","options",20
"9961","MarkEdmondson1234","order",4
"9962","MarkEdmondson1234","overWriteTable",2
"9963","MarkEdmondson1234","p",4
"9964","MarkEdmondson1234","p.adjust",2
"9965","MarkEdmondson1234","par",2
"9966","MarkEdmondson1234","paste",24
"9967","MarkEdmondson1234","paste0",14
"9968","MarkEdmondson1234","percent_format",2
"9969","MarkEdmondson1234","period_f",2
"9970","MarkEdmondson1234","period_function_generator",4
"9971","MarkEdmondson1234","pivot_data",2
"9972","MarkEdmondson1234","pivot_ga4",2
"9973","MarkEdmondson1234","pivot_object",2
"9974","MarkEdmondson1234","plot_data",2
"9975","MarkEdmondson1234","plot_date_data",2
"9976","MarkEdmondson1234","plot_entities",4
"9977","MarkEdmondson1234","plot_ks",2
"9978","MarkEdmondson1234","plotLinksTweets",2
"9979","MarkEdmondson1234","plotOutput",4
"9980","MarkEdmondson1234","plotTweetsDP",2
"9981","MarkEdmondson1234","print",8
"9982","MarkEdmondson1234","processFetchTweets",2
"9983","MarkEdmondson1234","processTweets",4
"9984","MarkEdmondson1234","processTwitterExport",2
"9985","MarkEdmondson1234","profile_box",4
"9986","MarkEdmondson1234","profile_nav",4
"9987","MarkEdmondson1234","pull",2
"9988","MarkEdmondson1234","pv_dims",2
"9989","MarkEdmondson1234","pv_dims2",2
"9990","MarkEdmondson1234","pv_metrics",2
"9991","MarkEdmondson1234","pv_metrics2",2
"9992","MarkEdmondson1234","radioButtons",2
"9993","MarkEdmondson1234","rbind",4
"9994","MarkEdmondson1234","reactive",16
"9995","MarkEdmondson1234","reactiveAccessToken",2
"9996","MarkEdmondson1234","reactivePoll",2
"9997","MarkEdmondson1234","reactiveValues",2
"9998","MarkEdmondson1234","read.csv",4
"9999","MarkEdmondson1234","readChar",2
"10000","MarkEdmondson1234","realtime_data",2
"10001","MarkEdmondson1234","reduce",4
"10002","MarkEdmondson1234","registerTwitterOAuth",2
"10003","MarkEdmondson1234","rel",2
"10004","MarkEdmondson1234","rename",2
"10005","MarkEdmondson1234","renderD3heatmap",4
"10006","MarkEdmondson1234","renderDataTable",10
"10007","MarkEdmondson1234","renderDygraph",2
"10008","MarkEdmondson1234","renderHighchart",4
"10009","MarkEdmondson1234","renderJsonedit",4
"10010","MarkEdmondson1234","renderLogin",2
"10011","MarkEdmondson1234","renderPlot",4
"10012","MarkEdmondson1234","renderText",8
"10013","MarkEdmondson1234","renderUI",8
"10014","MarkEdmondson1234","renderValueBox",2
"10015","MarkEdmondson1234","reorder",2
"10016","MarkEdmondson1234","rep",4
"10017","MarkEdmondson1234","req",6
"10018","MarkEdmondson1234","require",8
"10019","MarkEdmondson1234","return",16
"10020","MarkEdmondson1234","rga.open",2
"10021","MarkEdmondson1234","rmNullObs",224
"10022","MarkEdmondson1234","round",8
"10023","MarkEdmondson1234","row.names",4
"10024","MarkEdmondson1234","row_number",2
"10025","MarkEdmondson1234","rowSums",2
"10026","MarkEdmondson1234","runif",2
"10027","MarkEdmondson1234","sample",6
"10028","MarkEdmondson1234","sapply",226
"10029","MarkEdmondson1234","saveRDS",6
"10030","MarkEdmondson1234","scale_colour_manual",2
"10031","MarkEdmondson1234","scale_fill_brewer",2
"10032","MarkEdmondson1234","scale_fill_discrete",2
"10033","MarkEdmondson1234","scale_fill_gradientn",2
"10034","MarkEdmondson1234","scale_fill_manual",2
"10035","MarkEdmondson1234","scale_x_discrete",2
"10036","MarkEdmondson1234","scale_x_log10",2
"10037","MarkEdmondson1234","scale_y_continuous",2
"10038","MarkEdmondson1234","scale_y_log10",2
"10039","MarkEdmondson1234","script",4
"10040","MarkEdmondson1234","scriptHeaders",2
"10041","MarkEdmondson1234","search_tweets",2
"10042","MarkEdmondson1234","segment_built",2
"10043","MarkEdmondson1234","segment_data",2
"10044","MarkEdmondson1234","segment_dims",2
"10045","MarkEdmondson1234","segment_metrics",2
"10046","MarkEdmondson1234","segmentBuilderUI",4
"10047","MarkEdmondson1234","select",6
"10048","MarkEdmondson1234","selected_id",4
"10049","MarkEdmondson1234","selectInput",8
"10050","MarkEdmondson1234","seq",4
"10051","MarkEdmondson1234","setNames",12
"10052","MarkEdmondson1234","shinyApp",2
"10053","MarkEdmondson1234","shinyServer",10
"10054","MarkEdmondson1234","shinytheme",2
"10055","MarkEdmondson1234","shinyUI",4
"10056","MarkEdmondson1234","short_url_output",2
"10057","MarkEdmondson1234","show",2
"10058","MarkEdmondson1234","sideBarElement",4
"10059","MarkEdmondson1234","sidebarLayout",2
"10060","MarkEdmondson1234","sidebarMenu",4
"10061","MarkEdmondson1234","sidebarPanel",2
"10062","MarkEdmondson1234","singleton",2
"10063","MarkEdmondson1234","sliderInput",2
"10064","MarkEdmondson1234","som",2
"10065","MarkEdmondson1234","source",12
"10066","MarkEdmondson1234","span",2
"10067","MarkEdmondson1234","split",2
"10068","MarkEdmondson1234","spread",4
"10069","MarkEdmondson1234","sprintf",192
"10070","MarkEdmondson1234","sqrt",2
"10071","MarkEdmondson1234","stat_smooth",2
"10072","MarkEdmondson1234","stderr",2
"10073","MarkEdmondson1234","stop",6
"10074","MarkEdmondson1234","stopifnot",186
"10075","MarkEdmondson1234","str",2
"10076","MarkEdmondson1234","str_detect",4
"10077","MarkEdmondson1234","str_extract",2
"10078","MarkEdmondson1234","str_replace_all",2
"10079","MarkEdmondson1234","str_to_title",6
"10080","MarkEdmondson1234","strftime",2
"10081","MarkEdmondson1234","strong",2
"10082","MarkEdmondson1234","strptime",2
"10083","MarkEdmondson1234","structure",222
"10084","MarkEdmondson1234","style",2
"10085","MarkEdmondson1234","sub",2
"10086","MarkEdmondson1234","substitute",2
"10087","MarkEdmondson1234","sum",8
"10088","MarkEdmondson1234","summarise",8
"10089","MarkEdmondson1234","switch",2
"10090","MarkEdmondson1234","Sys.Date",18
"10091","MarkEdmondson1234","Sys.getenv",6
"10092","MarkEdmondson1234","Sys.time",8
"10093","MarkEdmondson1234","system.file",2
"10094","MarkEdmondson1234","tabBox",4
"10095","MarkEdmondson1234","tabItem",2
"10096","MarkEdmondson1234","tabItems",2
"10097","MarkEdmondson1234","tabPanel",8
"10098","MarkEdmondson1234","tabsetPanel",2
"10099","MarkEdmondson1234","tagList",10
"10100","MarkEdmondson1234","tail",2
"10101","MarkEdmondson1234","tbl_df",4
"10102","MarkEdmondson1234","tempfile",2
"10103","MarkEdmondson1234","test_matrix",2
"10104","MarkEdmondson1234","textarea",2
"10105","MarkEdmondson1234","textareaInput",2
"10106","MarkEdmondson1234","textInput",6
"10107","MarkEdmondson1234","textOutput",8
"10108","MarkEdmondson1234","the_data",2
"10109","MarkEdmondson1234","theme",2
"10110","MarkEdmondson1234","theme_bw",6
"10111","MarkEdmondson1234","theme_grey",2
"10112","MarkEdmondson1234","theme_mark",2
"10113","MarkEdmondson1234","theme_minimal",2
"10114","MarkEdmondson1234","timehump_heatmap",2
"10115","MarkEdmondson1234","title",2
"10116","MarkEdmondson1234","titlePanel",2
"10117","MarkEdmondson1234","today",4
"10118","MarkEdmondson1234","token",2
"10119","MarkEdmondson1234","top_n",2
"10120","MarkEdmondson1234","trackingTags",2
"10121","MarkEdmondson1234","transform_rt",2
"10122","MarkEdmondson1234","try",4
"10123","MarkEdmondson1234","tryCatch",2
"10124","MarkEdmondson1234","ts",2
"10125","MarkEdmondson1234","tweet_history",2
"10126","MarkEdmondson1234","TwitterOAuth",2
"10127","MarkEdmondson1234","twListToDF",2
"10128","MarkEdmondson1234","uiOutput",4
"10129","MarkEdmondson1234","ungroup",2
"10130","MarkEdmondson1234","unique",6
"10131","MarkEdmondson1234","unit",2
"10132","MarkEdmondson1234","unlink",2
"10133","MarkEdmondson1234","unnest",2
"10134","MarkEdmondson1234","unnest_tokens",2
"10135","MarkEdmondson1234","updateSelectInput",4
"10136","MarkEdmondson1234","user_data",4
"10137","MarkEdmondson1234","users_data",2
"10138","MarkEdmondson1234","userTimeline",2
"10139","MarkEdmondson1234","useShinyjs",2
"10140","MarkEdmondson1234","validate",6
"10141","MarkEdmondson1234","valueBox",4
"10142","MarkEdmondson1234","valueBoxOutput",4
"10143","MarkEdmondson1234","valueBoxTimeOnTime",2
"10144","MarkEdmondson1234","vapply",4
"10145","MarkEdmondson1234","walk",2
"10146","MarkEdmondson1234","warning",6
"10147","MarkEdmondson1234","wday",2
"10148","MarkEdmondson1234","week",4
"10149","MarkEdmondson1234","week_pad",2
"10150","MarkEdmondson1234","window",2
"10151","MarkEdmondson1234","with_shiny",8
"10152","MarkEdmondson1234","write.csv",6
"10153","MarkEdmondson1234","xlab",4
"10154","MarkEdmondson1234","xts",2
"10155","MarkEdmondson1234","year",6
"10156","MarkEdmondson1234","years",2
"10157","MarkEdmondson1234","ylab",6
"10158","MarkEdmondson1234","zoo",2
"10159","mikelove","abline",6
"10160","mikelove","aes",4
"10161","mikelove","all",4
"10162","mikelove","AnnotatedDataFrame",2
"10163","mikelove","apply",2
"10164","mikelove","arrows",4
"10165","mikelove","as",2
"10166","mikelove","as.character",10
"10167","mikelove","as.data.frame",4
"10168","mikelove","as.formula",2
"10169","mikelove","as.integer",8
"10170","mikelove","as.list",4
"10171","mikelove","as.matrix",6
"10172","mikelove","as.numeric",8
"10173","mikelove","as.vector",2
"10174","mikelove","assay",2
"10175","mikelove","basename",2
"10176","mikelove","bigpar",2
"10177","mikelove","BigWigFileViews",2
"10178","mikelove","bigWigRanges",2
"10179","mikelove","BigWigViews",2
"10180","mikelove","bplapply",4
"10181","mikelove","brewer.pal",2
"10182","mikelove","c",38
"10183","mikelove","calcNormFactors",4
"10184","mikelove","calculate_performance",2
"10185","mikelove","capture.output",2
"10186","mikelove","cbind",6
"10187","mikelove","choose",2
"10188","mikelove","chooseTwoSets",2
"10189","mikelove","COBRAapp",2
"10190","mikelove","coef",6
"10191","mikelove","colData",2
"10192","mikelove","colMeans",2
"10193","mikelove","colnames",10
"10194","mikelove","colSums",2
"10195","mikelove","column",4
"10196","mikelove","contour",2
"10197","mikelove","counts",4
"10198","mikelove","coverage",4
"10199","mikelove","coverageSingleRange",2
"10200","mikelove","cpm",2
"10201","mikelove","cpmFilter",2
"10202","mikelove","cut",2
"10203","mikelove","data",2
"10204","mikelove","data.frame",8
"10205","mikelove","DataFrame",4
"10206","mikelove","DESeq",10
"10207","mikelove","DESeqDataSetFromMatrix",8
"10208","mikelove","DESeqDataSetFromTximport",2
"10209","mikelove","design",4
"10210","mikelove","dev.off",6
"10211","mikelove","DGEList",4
"10212","mikelove","diff",6
"10213","mikelove","dim",4
"10214","mikelove","dimnames",2
"10215","mikelove","dnorm",2
"10216","mikelove","do.call",4
"10217","mikelove","download.file",2
"10218","mikelove","duplicated",4
"10219","mikelove","eBayes",4
"10220","mikelove","element_text",4
"10221","mikelove","end",2
"10222","mikelove","environment",4
"10223","mikelove","estimateDisp",2
"10224","mikelove","estimateGLMCommonDisp",2
"10225","mikelove","estimateGLMTagwiseDisp",2
"10226","mikelove","estimateGLMTrendedDisp",2
"10227","mikelove","exonsBy",2
"10228","mikelove","exp",2
"10229","mikelove","expand_limits",4
"10230","mikelove","expression",2
"10231","mikelove","ExpressionSet",2
"10232","mikelove","exprs",4
"10233","mikelove","f",2
"10234","mikelove","facet_grid",4
"10235","mikelove","factor",20
"10236","mikelove","file.exists",2
"10237","mikelove","file.path",10
"10238","mikelove","file.remove",2
"10239","mikelove","findInterval",4
"10240","mikelove","flowLayout",2
"10241","mikelove","fluidPage",6
"10242","mikelove","fluidRow",4
"10243","mikelove","fsrnbr",2
"10244","mikelove","geom_abline",4
"10245","mikelove","geom_boxplot",2
"10246","mikelove","geom_jitter",2
"10247","mikelove","geom_point",4
"10248","mikelove","geom_text",4
"10249","mikelove","get",2
"10250","mikelove","get_density",4
"10251","mikelove","getSeq",2
"10252","mikelove","ggplot",4
"10253","mikelove","glmFit",4
"10254","mikelove","glmLRT",4
"10255","mikelove","glmQLFit",2
"10256","mikelove","glmQLFTest",2
"10257","mikelove","GRanges",4
"10258","mikelove","head",4
"10259","mikelove","heat.colors",2
"10260","mikelove","ifelse",6
"10261","mikelove","image",2
"10262","mikelove","import",2
"10263","mikelove","inherits",2
"10264","mikelove","intCoverageMatrix",2
"10265","mikelove","IRanges",4
"10266","mikelove","is.finite",2
"10267","mikelove","is.na",6
"10268","mikelove","is.null",4
"10269","mikelove","is.numeric",2
"10270","mikelove","kde2d",4
"10271","mikelove","keys",2
"10272","mikelove","lapply",8
"10273","mikelove","legend",2
"10274","mikelove","length",12
"10275","mikelove","levels",8
"10276","mikelove","library",36
"10277","mikelove","list",8
"10278","mikelove","lm",2
"10279","mikelove","lm.ridge",2
"10280","mikelove","lmFit",4
"10281","mikelove","load",6
"10282","mikelove","load_all",2
"10283","mikelove","loadDb",2
"10284","mikelove","log10",2
"10285","mikelove","ls",2
"10286","mikelove","mainPanel",4
"10287","mikelove","make.names",4
"10288","mikelove","makeExampleDESeqDataSet",2
"10289","mikelove","makeFormula",2
"10290","mikelove","match",6
"10291","mikelove","match.arg",2
"10292","mikelove","matrix",4
"10293","mikelove","max",4
"10294","mikelove","min",2
"10295","mikelove","model.matrix",6
"10296","mikelove","MulticoreParam",2
"10297","mikelove","multifile_matrix",2
"10298","mikelove","names",12
"10299","mikelove","ncol",8
"10300","mikelove","nearPoints",4
"10301","mikelove","nlevels",2
"10302","mikelove","nrow",10
"10303","mikelove","ns",2
"10304","mikelove","numeric",2
"10305","mikelove","object.size",2
"10306","mikelove","observe",2
"10307","mikelove","onefile_views",2
"10308","mikelove","order",4
"10309","mikelove","outer",2
"10310","mikelove","p.adjust",2
"10311","mikelove","palette",2
"10312","mikelove","par",6
"10313","mikelove","paste",4
"10314","mikelove","paste0",8
"10315","mikelove","pblapply",2
"10316","mikelove","pData",8
"10317","mikelove","pdf",6
"10318","mikelove","plot",4
"10319","mikelove","plot_fsrnbrcurve",2
"10320","mikelove","plot_scatter",2
"10321","mikelove","plotCounts",4
"10322","mikelove","plotit",2
"10323","mikelove","plotMA",2
"10324","mikelove","plotOutput",6
"10325","mikelove","plotPCA",2
"10326","mikelove","pmax",4
"10327","mikelove","pmin",2
"10328","mikelove","png",2
"10329","mikelove","points",8
"10330","mikelove","pointz",2
"10331","mikelove","prepare_data_for_plot",2
"10332","mikelove","print",4
"10333","mikelove","qnorm",4
"10334","mikelove","quantile",2
"10335","mikelove","range",4
"10336","mikelove","ranges",4
"10337","mikelove","rdiri",2
"10338","mikelove","reactive",2
"10339","mikelove","read.csv",6
"10340","mikelove","read.delim",8
"10341","mikelove","read.table",2
"10342","mikelove","read_tsv",4
"10343","mikelove","readDNAStringSet",2
"10344","mikelove","readRDS",4
"10345","mikelove","Reduce",2
"10346","mikelove","register",2
"10347","mikelove","relevel",2
"10348","mikelove","renderPlot",6
"10349","mikelove","rep",12
"10350","mikelove","results",8
"10351","mikelove","return",10
"10352","mikelove","rleTTest",2
"10353","mikelove","RleViewsList",2
"10354","mikelove","rnbinom",2
"10355","mikelove","rnorm",4
"10356","mikelove","round",6
"10357","mikelove","rowMeans",2
"10358","mikelove","rowMeansListRles",2
"10359","mikelove","rownames",8
"10360","mikelove","rowSums",8
"10361","mikelove","rowSumsListRles",2
"10362","mikelove","rowttests",2
"10363","mikelove","runDESeq2",2
"10364","mikelove","runEdgeR",2
"10365","mikelove","runif",4
"10366","mikelove","runLimmaVoom",2
"10367","mikelove","sample",8
"10368","mikelove","save",8
"10369","mikelove","scale_color_brewer",4
"10370","mikelove","scale_fill_manual",4
"10371","mikelove","segments",4
"10372","mikelove","select",4
"10373","mikelove","seq",4
"10374","mikelove","seq_along",8
"10375","mikelove","seq_len",6
"10376","mikelove","seqlevels",2
"10377","mikelove","seqnames",2
"10378","mikelove","sessionInfo",2
"10379","mikelove","set.seed",12
"10380","mikelove","setdiff",2
"10381","mikelove","shinyApp",4
"10382","mikelove","shinyServer",2
"10383","mikelove","shinyUI",2
"10384","mikelove","simplify2array",2
"10385","mikelove","simulate_experiment",2
"10386","mikelove","sort",2
"10387","mikelove","source",2
"10388","mikelove","split",4
"10389","mikelove","sqrt",2
"10390","mikelove","stop",2
"10391","mikelove","stopifnot",6
"10392","mikelove","structure",2
"10393","mikelove","sub",2
"10394","mikelove","subset",4
"10395","mikelove","sum",8
"10396","mikelove","summarizeToGene",2
"10397","mikelove","summary",4
"10398","mikelove","suppressWarnings",2
"10399","mikelove","system.time",4
"10400","mikelove","t",6
"10401","mikelove","table",16
"10402","mikelove","theme",4
"10403","mikelove","tileGenome",2
"10404","mikelove","titlePanel",2
"10405","mikelove","topTable",4
"10406","mikelove","transcripts",2
"10407","mikelove","tximport",2
"10408","mikelove","unlist",6
"10409","mikelove","unname",2
"10410","mikelove","unstrsplit",2
"10411","mikelove","updateObject",2
"10412","mikelove","Vectorize",2
"10413","mikelove","viewApply",2
"10414","mikelove","Views",4
"10415","mikelove","voom",4
"10416","mikelove","vst",2
"10417","mikelove","which",6
"10418","mikelove","which.min",2
"10419","mikelove","width",2
"10420","mikelove","with",8
"10421","mikelove","write",6
"10422","mikelove","write.csv",2
"10423","mikelove","write.table",4
"10424","mikelove","write_tsv",2
"10425","mikelove","writeXStringSet",4
"10426","mikelove","xlab",4
"10427","mikelove","xy",2
"10428","mikelove","ylab",4
"10429","minimaxir","aes",8
"10430","minimaxir","annotate",4
"10431","minimaxir","apply",2
"10432","minimaxir","arrange",2
"10433","minimaxir","brewer.pal",6
"10434","minimaxir","c",8
"10435","minimaxir","circle_fun",2
"10436","minimaxir","coord_equal",2
"10437","minimaxir","coord_flip",2
"10438","minimaxir","cos",2
"10439","minimaxir","create_watermark",4
"10440","minimaxir","data.frame",6
"10441","minimaxir","desc",2
"10442","minimaxir","dev.cur",4
"10443","minimaxir","dev.off",4
"10444","minimaxir","digest",4
"10445","minimaxir","element_blank",8
"10446","minimaxir","element_line",6
"10447","minimaxir","element_rect",6
"10448","minimaxir","element_text",6
"10449","minimaxir","factor",2
"10450","minimaxir","filter",2
"10451","minimaxir","fte_theme",2
"10452","minimaxir","geom_bar",2
"10453","minimaxir","geom_errorbar",2
"10454","minimaxir","geom_point",4
"10455","minimaxir","geom_polygon",2
"10456","minimaxir","geom_text",6
"10457","minimaxir","ggplot",8
"10458","minimaxir","ggsave",2
"10459","minimaxir","grid.layout",4
"10460","minimaxir","grid.newpage",4
"10461","minimaxir","group_by",2
"10462","minimaxir","head",2
"10463","minimaxir","ifelse",4
"10464","minimaxir","inches_to_feet",2
"10465","minimaxir","labs",2
"10466","minimaxir","left_join",2
"10467","minimaxir","length",4
"10468","minimaxir","library",8
"10469","minimaxir","matrix",2
"10470","minimaxir","mean",2
"10471","minimaxir","mutate",2
"10472","minimaxir","n",2
"10473","minimaxir","nchar",4
"10474","minimaxir","new_coords",2
"10475","minimaxir","paste",4
"10476","minimaxir","plot.new",2
"10477","minimaxir","png",4
"10478","minimaxir","print",4
"10479","minimaxir","pushViewport",4
"10480","minimaxir","qplot",2
"10481","minimaxir","quartz",4
"10482","minimaxir","quartz.save",4
"10483","minimaxir","rbind",2
"10484","minimaxir","read_csv",2
"10485","minimaxir","return",6
"10486","minimaxir","rev",4
"10487","minimaxir","rev_y",2
"10488","minimaxir","rotate_court",2
"10489","minimaxir","round",2
"10490","minimaxir","scale_color_manual",4
"10491","minimaxir","scale_x_continuous",6
"10492","minimaxir","scale_y_continuous",6
"10493","minimaxir","sd",2
"10494","minimaxir","seq",2
"10495","minimaxir","sin",2
"10496","minimaxir","sqrt",2
"10497","minimaxir","strtoi",4
"10498","minimaxir","subplot",4
"10499","minimaxir","substr",4
"10500","minimaxir","summarize",2
"10501","minimaxir","summary",2
"10502","minimaxir","tail",2
"10503","minimaxir","talllayout",4
"10504","minimaxir","tallweb_plot",4
"10505","minimaxir","theme",8
"10506","minimaxir","theme_bw",6
"10507","minimaxir","unit",6
"10508","minimaxir","video_plot",4
"10509","minimaxir","vidlayout",4
"10510","minimaxir","viewport",4
"10511","minimaxir","vplayout",4
"10512","minimaxir","web_plot",4
"10513","minimaxir","xlab",2
"10514","minimaxir","xlim",2
"10515","minimaxir","ylab",2
"10516","minimaxir","ylim",2
"10517","ncarchedi","all",2
"10518","ncarchedi","as.factor",2
"10519","ncarchedi","assert_that",2
"10520","ncarchedi","compute_rmsle",2
"10521","ncarchedi","data.frame",2
"10522","ncarchedi","day",2
"10523","ncarchedi","factor",2
"10524","ncarchedi","file.path",2
"10525","ncarchedi","filter",2
"10526","ncarchedi","fread",2
"10527","ncarchedi","glm",4
"10528","ncarchedi","group_by",2
"10529","ncarchedi","hour",2
"10530","ncarchedi","is.na",2
"10531","ncarchedi","lag",2
"10532","ncarchedi","length",2
"10533","ncarchedi","library",6
"10534","ncarchedi","log",2
"10535","ncarchedi","mean",4
"10536","ncarchedi","month",2
"10537","ncarchedi","mutate",2
"10538","ncarchedi","now",2
"10539","ncarchedi","paste0",2
"10540","ncarchedi","predict",4
"10541","ncarchedi","read_and_prep_data",4
"10542","ncarchedi","source",4
"10543","ncarchedi","sqrt",2
"10544","ncarchedi","str_replace",2
"10545","ncarchedi","tbl_df",2
"10546","ncarchedi","write.csv",2
"10547","ncarchedi","year",2
"10548","ncarchedi","ymd_hms",2
"10549","owenzhang",".",8
"10550","owenzhang","add_shift",2
"10551","owenzhang","add_shift1",2
"10552","owenzhang","append",2
"10553","owenzhang","apply",2
"10554","owenzhang","as.Date",4
"10555","owenzhang","as.factor",2
"10556","owenzhang","as.formula",2
"10557","owenzhang","as.integer",10
"10558","owenzhang","as.list",2
"10559","owenzhang","as.matrix",4
"10560","owenzhang","as.numeric",2
"10561","owenzhang","c",26
"10562","owenzhang","calc_entropy",8
"10563","owenzhang","calc_exp2",4
"10564","owenzhang","calibrate_ds",4
"10565","owenzhang","cbind",2
"10566","owenzhang","close",2
"10567","owenzhang","copy",2
"10568","owenzhang","cumsum",6
"10569","owenzhang","cv.glmnet",2
"10570","owenzhang","data.frame",8
"10571","owenzhang","data.table",2
"10572","owenzhang","difftime",4
"10573","owenzhang","dim",12
"10574","owenzhang","dt_fill_na",2
"10575","owenzhang","exp",6
"10576","owenzhang","extraTrees",2
"10577","owenzhang","factor",6
"10578","owenzhang","fread",2
"10579","owenzhang","gbm",2
"10580","owenzhang","gc",14
"10581","owenzhang","get_ds_filter",4
"10582","owenzhang","get_ngram_cnts",2
"10583","owenzhang","get_rep_id_dt",2
"10584","owenzhang","get_svd",2
"10585","owenzhang","get_svd_u",2
"10586","owenzhang","head",4
"10587","owenzhang","irlba",4
"10588","owenzhang","is.infinite",2
"10589","owenzhang","is.na",12
"10590","owenzhang","is.null",2
"10591","owenzhang","lapply",2
"10592","owenzhang","left_merge_inplace",12
"10593","owenzhang","length",10
"10594","owenzhang","list",16
"10595","owenzhang","log",2
"10596","owenzhang","logloss",8
"10597","owenzhang","matrix",4
"10598","owenzhang","max",2
"10599","owenzhang","mean",10
"10600","owenzhang","merge",2
"10601","owenzhang","min",4
"10602","owenzhang","model.matrix",2
"10603","owenzhang","my.f2cnt",2
"10604","owenzhang","my.f3cnt",2
"10605","owenzhang","my_exp1",2
"10606","owenzhang","my_lift",2
"10607","owenzhang","my_write_csv",4
"10608","owenzhang","names",8
"10609","owenzhang","nchar",8
"10610","owenzhang","ncol",2
"10611","owenzhang","nrow",2
"10612","owenzhang","options",2
"10613","owenzhang","order",12
"10614","owenzhang","paste",14
"10615","owenzhang","pipe",2
"10616","owenzhang","pmax",6
"10617","owenzhang","pmin",4
"10618","owenzhang","predict",6
"10619","owenzhang","print",14
"10620","owenzhang","proc.time",6
"10621","owenzhang","randomForest",2
"10622","owenzhang","rbind",6
"10623","owenzhang","read.csv",2
"10624","owenzhang","rep",2
"10625","owenzhang","require",6
"10626","owenzhang","return",4
"10627","owenzhang","rm",8
"10628","owenzhang","round",8
"10629","owenzhang","runif",8
"10630","owenzhang","sample",4
"10631","owenzhang","save",2
"10632","owenzhang","seq_len",2
"10633","owenzhang","set",2
"10634","owenzhang","set.seed",4
"10635","owenzhang","setnames",8
"10636","owenzhang","setwd",6
"10637","owenzhang","source",6
"10638","owenzhang","sparseMatrix",4
"10639","owenzhang","sqldf",4
"10640","owenzhang","sqrt",2
"10641","owenzhang","stop",6
"10642","owenzhang","strptime",4
"10643","owenzhang","sum",18
"10644","owenzhang","system.time",4
"10645","owenzhang","tail",2
"10646","owenzhang","textcnt",2
"10647","owenzhang","tv_spec_trans",2
"10648","owenzhang","unique",4
"10649","owenzhang","unlist",2
"10650","owenzhang","var",2
"10651","owenzhang","which",6
"10652","owenzhang","with",6
"10653","owenzhang","write.csv",6
"10654","owenzhang","xgb.DMatrix",4
"10655","owenzhang","xgb.train",2
"10656","owenzhang","xgboost2",4
"10657","pablobarbera","abline",4
"10658","pablobarbera","abs",12
"10659","pablobarbera","aes",46
"10660","pablobarbera","aggregate",22
"10661","pablobarbera","aggregateMetric",4
"10662","pablobarbera","all",6
"10663","pablobarbera","all.equal",4
"10664","pablobarbera","alpha",4
"10665","pablobarbera","annotate",6
"10666","pablobarbera","aperm",2
"10667","pablobarbera","apply",34
"10668","pablobarbera","arrangeGrob",4
"10669","pablobarbera","array",16
"10670","pablobarbera","arrow",2
"10671","pablobarbera","as.character",42
"10672","pablobarbera","as.data.frame",6
"10673","pablobarbera","as.Date",32
"10674","pablobarbera","as.integer",2
"10675","pablobarbera","as.matrix",22
"10676","pablobarbera","as.numeric",66
"10677","pablobarbera","as.POSIXct",30
"10678","pablobarbera","attr",2
"10679","pablobarbera","augment.ystar",2
"10680","pablobarbera","autocorr",4
"10681","pablobarbera","autocorr.plot",4
"10682","pablobarbera","barplot",4
"10683","pablobarbera","basehaz",2
"10684","pablobarbera","beta",2
"10685","pablobarbera","beta.lk",2
"10686","pablobarbera","binomial",8
"10687","pablobarbera","brewer.pal",2
"10688","pablobarbera","build",2
"10689","pablobarbera","buildArgList",4
