"autor","funkcja"
"Diana LOW","flowPeaks"
"Diana LOW","geom_errorbar"
"Diana LOW","geom_line"
"Diana LOW","geom_point"
"Diana LOW","geom_text"
"Diana LOW","getModel"
"Diana LOW","invTransform"
"Diana LOW","italic"
"Diana LOW","jarque.test"
"Diana LOW","kurtosis"
"Diana LOW","labs"
"Diana LOW","listSorter"
"Diana LOW","pathUpdater"
"Diana LOW","plot_clusgap"
"Diana LOW","refineMixes"
"Diana LOW","revDDHFinput"
"Diana LOW","SamSPECTRAL"
"Diana LOW","scale_colour_discrete"
"Diana LOW","skewness"
"Diana LOW","sortCentroids"
"Diana LOW","stepFlexmix"
"Diana LOW","threshold"
"Diana LOW","updateCentroidsPaths"
"Diana LOW","wd"
"Diana LOW","wr"
"Diana LOW","sum"
"Diana LOW","summary"
"Diana LOW","suppressWarnings"
"Diana LOW","t"
"Diana LOW","table"
"Diana LOW","tryCatch"
"Diana LOW","unique"
"Diana LOW","which.max"
"Diana LOW","which.min"
"Diana LOW","p.adjust"
"Diana LOW","qchisq"
"Diana LOW","relevel"
"Diana LOW","rstandard"
"Diana LOW","smooth.spline"
"Diana LOW","var"
"Matt Wilkerson","apply"
"Matt Wilkerson","as.matrix"
"Matt Wilkerson","as.numeric"
"Matt Wilkerson","ccRun"
"Matt Wilkerson","CDF"
"Matt Wilkerson","attr"
"Matt Wilkerson","c"
"Matt Wilkerson","cbind"
"Matt Wilkerson","class"
"Matt Wilkerson","colnames"
"Matt Wilkerson","cumsum"
"Matt Wilkerson","clusterTrackingPlot"
"Matt Wilkerson","connectivityMatrix"
"Matt Wilkerson","exprs"
"Matt Wilkerson","myPal"
"Matt Wilkerson","pam"
"Matt Wilkerson","data.frame"
"Matt Wilkerson","diag"
"Matt Wilkerson","dim"
"Matt Wilkerson","dimnames"
"Matt Wilkerson","dir.create"
"Matt Wilkerson","file.exists"
"Matt Wilkerson","floor"
"Matt Wilkerson","get"
"Matt Wilkerson","ifelse"
"Matt Wilkerson","inherits"
"Matt Wilkerson","is.na"
"Matt Wilkerson","is.null"
"Matt Wilkerson","lapply"
"Matt Wilkerson","length"
"Matt Wilkerson","list"
"Matt Wilkerson","lower.tri"
"Matt Wilkerson","matrix"
"Matt Wilkerson","max"
"Matt Wilkerson","message"
"Matt Wilkerson","names"
"Matt Wilkerson","ncol"
"Matt Wilkerson","nrow"
"Matt Wilkerson","order"
"Matt Wilkerson","outer"
"Matt Wilkerson","paste"
"Matt Wilkerson","rbind"
"Matt Wilkerson","rep"
"Matt Wilkerson","rankedBarPlot"
"Matt Wilkerson","sampleCols"
"Matt Wilkerson","setClusterColors"
"Matt Wilkerson","triangle"
"Matt Wilkerson","return"
"Matt Wilkerson","rev"
"Matt Wilkerson","rownames"
"Matt Wilkerson","sample"
"Matt Wilkerson","seq"
"Matt Wilkerson","set.seed"
"Matt Wilkerson","sort"
"Matt Wilkerson","split"
"Matt Wilkerson","stop"
"Matt Wilkerson","sum"
"Matt Wilkerson","Sys.time"
"Matt Wilkerson","t"
"Matt Wilkerson","table"
"Matt Wilkerson","try"
"Matt Wilkerson","unique"
"Matt Wilkerson","unlist"
"Matt Wilkerson","upper.tri"
"Matt Wilkerson","vector"
"Matt Wilkerson","which"
"Matt Wilkerson","bitmap"
"Matt Wilkerson","dev.off"
"Matt Wilkerson","as.dendrogram"
"Matt Wilkerson","as.dist"
"Matt Wilkerson","cor"
"Matt Wilkerson","cutree"
"Matt Wilkerson","dist"
"Matt Wilkerson","hclust"
"Matt Wilkerson","barplot"
"Matt Wilkerson","hist"
"Matt Wilkerson","legend"
"Matt Wilkerson","lines"
"Matt Wilkerson","par"
"Matt Wilkerson","plot"
"Matt Wilkerson","rect"
"Matt Wilkerson","segments"
"Matt Wilkerson","text"
"Matt Wilkerson","pdf"
"Matt Wilkerson","png"
"Matt Wilkerson","postscript"
"Matt Wilkerson","rainbow"
"Matt Wilkerson","write.csv"
"Matt Wilkerson","write.table"
"Matt Wilkerson","heatmap"
"Matt Wilkerson","kmeans"
"Matt Wilkerson","rgb"
"Gregory M","apply"
"Gregory M","as.character"
"Gregory M","c"
"Gregory M","combn"
"Gregory M","colMaxs"
"Gregory M","colMins"
"Gregory M","colnames"
"Gregory M","factor"
"Gregory M","list"
"Gregory M","return"
"Gregory M","rownames"
"Gregory M","sweep"
"Gregory M","cor"
"Gregory M","gsva"
"Gregory M","get.consensus.subtypes"
"Gregory M","get.helland.subtypes"
"Gregory M","get.konecny.subtypes"
"Gregory M","get.verhaak.subtypes"
"Gregory M","t"
"Gregory M","sapply"
"Gregory M","print"
"Gregory M","scale"
"Gregory M","seq_along"
"Gregory M","sort"
"Gregory M","sprintf"
"Gregory M","stop"
"Gregory M","switch"
"Gregory M","table"
"Gregory M","trimws"
"Gregory M","unlist"
"Gregory M","which"
"Gregory M","normalizeBetweenArrays"
"Gregory M","pData"
"Gregory M","rescale"
"Gregory M","splitIndices"
"Gregory M","ecdf"
"Gregory M","predict"
"Gregory M","intersect"
"Gregory M","ovcAngiogenic"
"Gregory M","union"
"Astrid Deschenes","c"
"Astrid Deschenes","file.exists"
"Astrid Deschenes","is.logical"
"Astrid Deschenes","import"
"Astrid Deschenes","IRanges"
"Astrid Deschenes","length"
"Astrid Deschenes","list"
"Astrid Deschenes","rep"
"Astrid Deschenes","return"
"Astrid Deschenes","stop"
"Astrid Deschenes","is.na"
"Astrid Deschenes","is"
"Astrid Deschenes","start"
"Astrid Deschenes","ranges"
"Astrid Deschenes","isInteger"
"Astrid Deschenes","queryHits"
"Astrid Deschenes","refineRegion"
"Astrid Deschenes","is.null"
"Astrid Deschenes","is.numeric"
"Astrid Deschenes","match"
"Astrid Deschenes","max"
"Astrid Deschenes","min"
"Astrid Deschenes","names"
"Astrid Deschenes","paste0"
"Astrid Deschenes","sort"
"Astrid Deschenes","subset"
"Astrid Deschenes","unique"
"Astrid Deschenes","which"
"Astrid Deschenes","seqinfo"
"Astrid Deschenes","seqlengths"
"Astrid Deschenes","seqnames"
"Astrid Deschenes","subjectHits"
"Astrid Deschenes","end"
"Astrid Deschenes","median"
"Kieran O'Neill","as.data.frame"
"Kieran O'Neill","data.frame"
"Kieran O'Neill","is.null"
"Kieran O'Neill","export.bed"
"Kieran O'Neill","GRanges"
"Kieran O'Neill","length"
"Kieran O'Neill","names"
"Kieran O'Neill","paste"
"Kieran O'Neill","rep"
"Kieran O'Neill","rownames"
"Kieran O'Neill","strsplit"
"Kieran O'Neill","rbinom"
"Kieran O'Neill","readGAlignments"
"Kieran O'Neill","scanBamFlag"
"Kieran O'Neill","ScanBamParam"
"Kieran O'Neill","seqnames"
"Kieran O'Neill","strand"
"Kieran O'Neill","unlist"
"Kieran O'Neill","which"
"Kieran O'Neill","list"
"Kieran O'Neill","matrix"
"Kieran O'Neill","message"
"Kieran O'Neill","mode"
"Kieran O'Neill","return"
"Kieran O'Neill","sapply"
"Kieran O'Neill","warning"
"Kieran O'Neill","with"
"Kieran O'Neill","round"
"Kieran O'Neill","rowSums"
"Kieran O'Neill","seq"
"Kieran O'Neill","seq_len"
"Kieran O'Neill","sort"
"Kieran O'Neill","sub"
"Kieran O'Neill","setMethod"
"Kieran O'Neill","signature"
"Kieran O'Neill","StrandFreqMatrix"
"Kieran O'Neill","StrandReadMatrix"
"Kieran O'Neill","width"
"Kieran O'Neill","roorientBAITtables"
"Kieran O'Neill","scale_x_reverse"
"Kieran O'Neill","theme"
"Kieran O'Neill","sum"
"Kieran O'Neill","suppressWarnings"
"Kieran O'Neill","t"
"Kieran O'Neill","table"
"Kieran O'Neill","unique"
"Kieran O'Neill","vector"
"Kieran O'Neill","dev.off"
"Kieran O'Neill","pdf"
"Kieran O'Neill","end"
"Kieran O'Neill","start"
"Kieran O'Neill","boxplot"
"Kieran O'Neill","hist"
"Kieran O'Neill","lines"
"Kieran O'Neill","text"
"Kieran O'Neill","rgb"
"Kieran O'Neill","show"
"Kieran O'Neill","legend"
"Kieran O'Neill","head"
"Kieran O'Neill","tail"
"Volker Hovestadt","abs"
"Volker Hovestadt","all"
"Volker Hovestadt","any"
"Volker Hovestadt","tail"
"Volker Hovestadt","CNA"
"Volker Hovestadt","CNV.bin"
"Volker Hovestadt","as.list"
"Volker Hovestadt","as.matrix"
"Volker Hovestadt","as.vector"
"Volker Hovestadt","attr"
"Volker Hovestadt","c"
"Volker Hovestadt","colnames"
"Volker Hovestadt","new"
"Volker Hovestadt","CNV.detail"
"Volker Hovestadt","CNV.fit"
"Volker Hovestadt","CNV.segment"
"Volker Hovestadt","findOverlaps"
"Volker Hovestadt","segment"
"Volker Hovestadt","data.frame"
"Volker Hovestadt","date"
"Volker Hovestadt","formals"
"Volker Hovestadt","is.element"
"Volker Hovestadt","is.null"
"Volker Hovestadt","length"
"Volker Hovestadt","list"
"Volker Hovestadt","log2"
"Volker Hovestadt","match.call"
"Volker Hovestadt","mean"
"Volker Hovestadt","message"
"Volker Hovestadt","names"
"Volker Hovestadt","ncol"
"Volker Hovestadt","paste"
"Volker Hovestadt","return"
"Volker Hovestadt","rownames"
"Volker Hovestadt","sapply"
"Volker Hovestadt","split"
"Volker Hovestadt","sqrt"
"Volker Hovestadt","standardGeneric"
"Volker Hovestadt","stop"
"Volker Hovestadt","subset"
"Volker Hovestadt","substr"
"Volker Hovestadt","table"
"Volker Hovestadt","tolower"
"Volker Hovestadt","unique"
"Volker Hovestadt","warning"
"Volker Hovestadt","setGeneric"
"Volker Hovestadt","segments.p"
"Volker Hovestadt","segments.summary"
"Volker Hovestadt","seqnames"
"Volker Hovestadt","values"
"Volker Hovestadt","read.metharray.exp"
"Volker Hovestadt","url.exists"
"Volker Hovestadt","tileGenome"
"Volker Hovestadt","width"
"Volker Hovestadt","which"
"Volker Hovestadt","unlist"
"Volker Hovestadt","colorRamp"
"Volker Hovestadt","rgb"
"Volker Hovestadt","cor"
"Volker Hovestadt","lm"
"Volker Hovestadt","median"
"Volker Hovestadt","optim"
"Volker Hovestadt","predict"
"Volker Hovestadt","abline"
"Volker Hovestadt","axis"
"Volker Hovestadt","frame"
"Volker Hovestadt","lines"
"Volker Hovestadt","par"
"Volker Hovestadt","plot"
"Volker Hovestadt","text"
"Volker Hovestadt","title"
"Volker Hovestadt","setMethod"
"Volker Hovestadt","intersect"
"Volker Hovestadt","signature"
"Volker Hovestadt","slot"
"Volker Hovestadt","head"
"Volker Hovestadt","write.table"
"Volker Hovestadt","setdiff"
"Gordon Smyth","any"
"Gordon Smyth","as.factor"
"Gordon Smyth","as.matrix"
"Gordon Smyth","ifposlen"
"Gordon Smyth","maGnames"
"Gordon Smyth","attr"
"Gordon Smyth","colnames"
"Gordon Smyth","data.frame"
"Gordon Smyth","duplicated"
"Gordon Smyth","is.null"
"Gordon Smyth","length"
"Gordon Smyth","maInfo"
"Gordon Smyth","maLabels"
"Gordon Smyth","maM"
"Gordon Smyth","maTargets"
"Gordon Smyth","notes"
"Gordon Smyth","list"
"Gordon Smyth","nrow"
"Gordon Smyth","paste"
"Gordon Smyth","return"
"Gordon Smyth","rownames"
"Gordon Smyth","seq_len"
"Gordon Smyth","sapply"
"Gordon Smyth","stop"
"Gordon Smyth","warning"
"Gordon Smyth","with"
"Gordon Smyth","getClass"
"Gordon Smyth","new"
"Gordon Smyth","maRb"
"Gordon Smyth","maRf"
"Gordon Smyth","phenoData"
"Gordon Smyth","sampleNames"
"Gordon Smyth","setAs"
"James W.",".C"
"James W.","any"
"James W.","apply"
"James W.","copaFilter"
"James W.","getans"
"James W.","as.double"
"James W.","as.integer"
"James W.","as.vector"
"James W.","cat"
"James W.","cbind"
"James W.","quantile"
"James W.","library.dynam.unload"
"James W.","perm.mat"
"James W.","pSum"
"James W.","choose"
"James W.","crossprod"
"James W.","data.frame"
"James W.","get"
"James W.","ifelse"
"James W.","invisible"
"James W.","lower.tri"
"James W.","max"
"James W.","mean"
"James W.","mget"
"James W.","on.exit"
"James W.","order"
"James W.","readLines"
"James W.","rev"
"James W.","setGeneric"
"James W.","structure"
"James W.","sweep"
"James W.","barplot"
"James W.","layout"
"Gro Nilsen","any"
"Gro Nilsen","apply"
"Gro Nilsen","c"
"Gro Nilsen","imp.constant"
"Gro Nilsen","imp.pcf"
"Gro Nilsen","cbind"
"Gro Nilsen","data.frame"
"Gro Nilsen","is.na"
"Gro Nilsen","is.null"
"Gro Nilsen","matrix"
"Gro Nilsen","ncol"
"Gro Nilsen","pcf"
"Gro Nilsen","pullOutContent"
"Gro Nilsen","nrow"
"Gro Nilsen","return"
"Gro Nilsen","stop"
"Gro Nilsen","stopifnot"
"Gro Nilsen","switch"
"Gro Nilsen","which"
"Thomas Kuilman","abs"
"Thomas Kuilman","append"
"Thomas Kuilman","as.integer"
"Thomas Kuilman","read.table"
"Thomas Kuilman",".is.wholenumber"
"Thomas Kuilman",".wrap"
"Thomas Kuilman","c"
"Thomas Kuilman","cat"
"Thomas Kuilman","exp"
"Thomas Kuilman","gsub"
"Thomas Kuilman","ifelse"
"Thomas Kuilman","is.logical"
"Thomas Kuilman","as"
"Thomas Kuilman","na.omit"
"Thomas Kuilman","colMaxs"
"Thomas Kuilman","colMins"
"Thomas Kuilman","file_path_as_absolute"
"Thomas Kuilman","getPathHelperFiles"
"Thomas Kuilman","makeGRangesFromDataFrame"
"Thomas Kuilman","is.na"
"Thomas Kuilman","is.null"
"Thomas Kuilman","length"
"Thomas Kuilman","log"
"Thomas Kuilman","log2"
"Thomas Kuilman","names"
"Thomas Kuilman","nrow"
"Thomas Kuilman","on.exit"
"Thomas Kuilman","paste"
"Thomas Kuilman","paste0"
"Thomas Kuilman","rep"
"Thomas Kuilman","return"
"Thomas Kuilman","round"
"Thomas Kuilman","seq"
"Thomas Kuilman","seq_along"
"Thomas Kuilman","sort"
"Thomas Kuilman","stop"
"Thomas Kuilman","strsplit"
"Thomas Kuilman","strwrap"
"Thomas Kuilman","sum"
"Thomas Kuilman","tabulate"
"Thomas Kuilman","unlist"
"Thomas Kuilman","which"
"Thomas Kuilman","ncol"
"Thomas Kuilman","getClass"
"Thomas Kuilman","seqlevels"
"Thomas Kuilman","seqnames"
"Thomas Kuilman","segment"
"Thomas Kuilman","smooth.CNA"
"Thomas Kuilman","filterBam"
"Thomas Kuilman","FilterRules"
"Thomas Kuilman","findOverlaps"
"Thomas Kuilman","flog.appender"
"Thomas Kuilman","flog.info"
"Thomas Kuilman","indexBam"
"Thomas Kuilman","mcols"
"Thomas Kuilman","mixedorder"
"Thomas Kuilman","overlapsAny"
"Thomas Kuilman","peakSummary"
"Thomas Kuilman","pintersect"
"Thomas Kuilman","queryHits"
"Thomas Kuilman","qwidth"
"Thomas Kuilman","ranges"
"Thomas Kuilman","readGAlignments"
"Thomas Kuilman","reduce"
"Thomas Kuilman","Rle"
"Thomas Kuilman","scanBamFlag"
"Thomas Kuilman","print"
"Thomas Kuilman","rbind"
"Thomas Kuilman","rep.int"
"Thomas Kuilman","rowMeans"
"Thomas Kuilman","save"
"Thomas Kuilman","seq_len"
"Thomas Kuilman","setwd"
"Thomas Kuilman","sQuote"
"Thomas Kuilman","suppressWarnings"
"Thomas Kuilman","Sys.time"
"Thomas Kuilman","unique"
"Thomas Kuilman","rep_len"
"Thomas Kuilman","dev.off"
"Thomas Kuilman","png"
"Thomas Kuilman","dpois"
"Thomas Kuilman","loess"
"Thomas Kuilman","median"
"Thomas Kuilman","ppois"
"Thomas Kuilman","predict"
"Thomas Kuilman","quantile"
"Thomas Kuilman","lines"
"Thomas Kuilman","par"
"Thomas Kuilman","plot"
"Thomas Kuilman","points"
"Thomas Kuilman","segments"
"Thomas Kuilman","text"
"Thomas Kuilman","rgb"
"Thomas Kuilman","setdiff"
"Thomas Kuilman","packageVersion"
"Thomas Kuilman","write.table"
"Thomas Kuilman","slice"
"Thomas Kuilman","scanBamHeader"
"Thomas Kuilman","ScanBamParam"
"Thomas Kuilman","subjectHits"
"Thomas Kuilman","Views"
"Thomas Kuilman","width"
"Thomas Kuilman","rownames"
"Thomas Kuilman","sapply"
"Thomas Kuilman","split"
"Thomas Kuilman","tryCatch"
"Thomas Kuilman","unlink"
"Thomas Kuilman","vector"
"Thomas Kuilman","shift"
"Remy Nicolle","abs"
"Remy Nicolle","apply"
"Remy Nicolle","as.integer"
"Remy Nicolle","head"
"Remy Nicolle","apriori"
"Remy Nicolle","mclapply"
"Remy Nicolle","as.matrix"
"Remy Nicolle","as.numeric"
"Remy Nicolle","as.vector"
"Remy Nicolle","c"
"Remy Nicolle","cbind"
"Remy Nicolle","colnames"
"Remy Nicolle","as"
"Remy Nicolle","fisher.test"
"Remy Nicolle","meanSupport"
"Remy Nicolle",".regulationEvidence"
"Remy Nicolle",".regulatorCooperativityEvidence"
"Remy Nicolle",".uniqueEvidenceDataFrameByPvalue"
"Remy Nicolle","coregnetToDataframe"
"Remy Nicolle","cut"
"Remy Nicolle","data.frame"
"Remy Nicolle","do.call"
"Remy Nicolle","floor"
"Remy Nicolle","grep"
"Remy Nicolle","is.na"
"Remy Nicolle","lapply"
"Remy Nicolle","length"
"Remy Nicolle","list"
"Remy Nicolle","log"
"Remy Nicolle","matrix"
"Remy Nicolle","mean"
"Remy Nicolle","names"
"Remy Nicolle","ncol"
"Remy Nicolle","nrow"
"Remy Nicolle","order"
"Remy Nicolle","paste"
"Remy Nicolle","print"
"Remy Nicolle","rep.int"
"Remy Nicolle","return"
"Remy Nicolle","rownames"
"Remy Nicolle","sample"
"Remy Nicolle","sapply"
"Remy Nicolle","scale"
"Remy Nicolle","sqrt"
"Remy Nicolle","strsplit"
"Remy Nicolle","sum"
"Remy Nicolle","setGeneric"
"Remy Nicolle","coregulators"
"Remy Nicolle","E"
"Remy Nicolle","graph.data.frame"
"Remy Nicolle","graph.difference"
"Remy Nicolle","graph.edgelist"
"Remy Nicolle","graph.intersection"
"Remy Nicolle","induced.subgraph"
"Remy Nicolle","pvec"
"Remy Nicolle","simplify"
"Remy Nicolle","V"
"Remy Nicolle","vcount"
"Remy Nicolle","plotOutput"
"Remy Nicolle","printNetwork"
"Remy Nicolle","reactiveAdjacencyMatrix"
"Remy Nicolle","redoLayout"
"Remy Nicolle","regulatorInfluence"
"Remy Nicolle","regulators"
"Remy Nicolle","renderPlot"
"Remy Nicolle","renderText"
"Remy Nicolle","runApp"
"Remy Nicolle","selectInput"
"Remy Nicolle","selectNode"
"Remy Nicolle","sidebarLayout"
"Remy Nicolle","summary"
"Remy Nicolle","suppressWarnings"
"Remy Nicolle","t"
"Remy Nicolle","unique"
"Remy Nicolle","unlist"
"Remy Nicolle","which"
"Remy Nicolle","which.max"
"Remy Nicolle","sort"
"Remy Nicolle","split"
"Remy Nicolle","stop"
"Remy Nicolle","system.file"
"Remy Nicolle","unname"
"Remy Nicolle","warning"
"Remy Nicolle","warnings"
"Remy Nicolle","colorRampPalette"
"Remy Nicolle","rainbow"
"Remy Nicolle","coef"
"Remy Nicolle","cor"
"Remy Nicolle","lm"
"Remy Nicolle","pnorm"
"Remy Nicolle","predict"
"Remy Nicolle","quantile"
"Remy Nicolle","abline"
"Remy Nicolle","plot"
"Remy Nicolle","image"
"Remy Nicolle","mtext"
"Remy Nicolle","par"
"Remy Nicolle","segments"
"Remy Nicolle","symbols"
"Remy Nicolle","text"
"Remy Nicolle","setMethod"
"Remy Nicolle","intersect"
"Remy Nicolle","fishersMethod"
"Remy Nicolle","signature"
"Remy Nicolle","slot"
"Remy Nicolle","setdiff"
"Remy Nicolle","sd"
"Remy Nicolle","sidebarPanel"
"Remy Nicolle","tabPanel"
"Remy Nicolle","targets"
"Remy Nicolle","textInput"
"Remy Nicolle","textOutput"
"Remy Nicolle","updateData"
"Remy Nicolle","switch"
"Remy Nicolle","table"
"Remy Nicolle","tapply"
"Remy Nicolle","which.min"
"Remy Nicolle","brewer.pal"
"Remy Nicolle","union"
"Hongkai Ji","abs"
"Hongkai Ji","apply"
"Hongkai Ji","as.vector"
"Hongkai Ji","cmfit"
"Hongkai Ji","cmfitall"
"Hongkai Ji","c"
"Hongkai Ji","cbind"
"Hongkai Ji","dim"
"Hongkai Ji","exp"
"Hongkai Ji","floor"
"Hongkai Ji","is.na"
"Hongkai Ji","new"
"Hongkai Ji","cmfitfull"
"Hongkai Ji","cmfitsep"
"Hongkai Ji","eBayes"
"Hongkai Ji","f0"
"Hongkai Ji","f1"
"Hongkai Ji","is.null"
"Hongkai Ji","length"
"Hongkai Ji","list"
"Hongkai Ji","log"
"Hongkai Ji","match"
"Hongkai Ji","matrix"
"Hongkai Ji","max"
"Hongkai Ji","min"
"Hongkai Ji","ncol"
"Hongkai Ji","nrow"
"Hongkai Ji","order"
"Hongkai Ji","paste"
"Hongkai Ji","pmax"
"Hongkai Ji","print"
"Hongkai Ji","rep"
"Hongkai Ji","seq"
"Hongkai Ji","sort"
"Hongkai Ji","sqrt"
"Hongkai Ji","sum"
"Hongkai Ji","t"
"Hongkai Ji","which"
"Hongkai Ji","generatetype"
"Hongkai Ji","limmafit"
"Hongkai Ji","lmFit"
"Hongkai Ji","dt"
"Hongkai Ji","runif"
"Hongkai Ji","abline"
"Hongkai Ji","axis"
"Hongkai Ji","image"
"Hongkai Ji","layout"
"Hongkai Ji","mtext"
"Hongkai Ji","par"
"Hongkai Ji","plot"
"Hongkai Ji","rect"
"Hongkai Ji","segments"
"Hongkai Ji","text"
"Hongkai Ji","gray"
"Zhenpeng Li","as.character"
"Zhenpeng Li","as.list"
"Zhenpeng Li","c"
"Zhenpeng Li","c2s"
"Zhenpeng Li","rawreplace"
"Zhenpeng Li","lapply"
"Zhenpeng Li","match.arg"
"Zhenpeng Li","names"
"Zhenpeng Li","return"
"Zhenpeng Li","sapply"
"Zhenpeng Li","unlist"
"Zhenpeng Li","setGeneric"
"Zhenpeng Li","dbinom"
"Zhenpeng Li","read.alignment"
"Zhenpeng Li","s2c"
"Zhenpeng Li","translate_cm"
"Zhenpeng Li","V"
"Zhenpeng Li","weightnorm"
"Zhenpeng Li","ifelse"
"Zhenpeng Li","is.na"
"Zhenpeng Li","is.null"
"Zhenpeng Li","length"
"Zhenpeng Li","log"
"Zhenpeng Li","match"
"Zhenpeng Li","matrix"
"Zhenpeng Li","paste"
"Zhenpeng Li","prop.table"
"Zhenpeng Li","rownames"
"Zhenpeng Li","stop"
"Zhenpeng Li","strsplit"
"Zhenpeng Li","sum"
"Zhenpeng Li","table"
"Zhenpeng Li","tolower"
"Zhenpeng Li","unique"
"Zhenpeng Li","isGeneric"
"Zhenpeng Li","miAA"
"Zhenpeng Li","miCodon"
"Zhenpeng Li","fisher.test"
"Zhenpeng Li","p.adjust"
"Zhenpeng Li","par"
"Zhenpeng Li","plot"
"Zhenpeng Li","setMethod"
"Zhenpeng Li","setdiff"
"Zhenpeng Li","genericSlot"
"Zhenpeng Li","signature"
"Zhenpeng Li","setequal"
"Zhenpeng Li","union"
"Dongxiao Zhu","abs"
"Dongxiao Zhu","as.matrix"
"Dongxiao Zhu","as.vector"
"Dongxiao Zhu","c"
"Dongxiao Zhu","diag"
"Dongxiao Zhu","dim"
"Dongxiao Zhu","factorial"
"Dongxiao Zhu","is.atomic"
"Dongxiao Zhu","is.data.frame"
"Dongxiao Zhu","pchisq"
"Dongxiao Zhu","is.matrix"
"Dongxiao Zhu","is.null"
"Dongxiao Zhu","matrix"
"Dongxiao Zhu","mean"
"Dongxiao Zhu","rbind"
"Dongxiao Zhu","rep"
"Dongxiao Zhu","stop"
"Dongxiao Zhu","stopifnot"
"Dongxiao Zhu","sum"
"Dongxiao Zhu","permutations"
"Andrea Rau","apply"
"Andrea Rau","cat"
"Andrea Rau","colnames"
"Andrea Rau","assay"
"Andrea Rau","ICL"
"Andrea Rau","dQuote"
"Andrea Rau","ifelse"
"Andrea Rau","is.null"
"Andrea Rau","length"
"Andrea Rau","matrix"
"Andrea Rau","max"
"Andrea Rau","setGeneric"
"Andrea Rau","cov2cor"
"Andrea Rau","standardGeneric"
"Andrea Rau","metadata"
"Andrea Rau","model"
"Andrea Rau","NormMixParam"
"Andrea Rau","transformationType"
"Andrea Rau","coseqModelPlots"
"Andrea Rau","min"
"Andrea Rau","missing"
"Andrea Rau","names"
"Andrea Rau","ncol"
"Andrea Rau","paste"
"Andrea Rau","paste0"
"Andrea Rau","print"
"Andrea Rau","rep"
"Andrea Rau","round"
"Andrea Rau","rownames"
"Andrea Rau","seq_len"
"Andrea Rau","sQuote"
"Andrea Rau","stop"
"Andrea Rau","sum"
"Andrea Rau","table"
"Andrea Rau","which"
"Andrea Rau","rowsum"
"Andrea Rau","sort"
"Andrea Rau","sort.int"
"Andrea Rau","t"
"Andrea Rau","is"
"Andrea Rau","setMethod"
"Andrea Rau","facet_wrap"
"Andrea Rau","geom_bar"
"Andrea Rau","geom_boxplot"
"Andrea Rau","geom_histogram"
"Andrea Rau","geom_line"
"Andrea Rau","geom_point"
"Andrea Rau","ggplot"
"Andrea Rau","ggtitle"
"Andrea Rau","kmeansProbaPost"
"Andrea Rau","labeller"
"Andrea Rau","likelihood"
"Andrea Rau","marrangeGrob"
"Andrea Rau","nbCluster"
"Andrea Rau","profiles"
"Andrea Rau","scale_fill_brewer"
"Andrea Rau","scale_fill_discrete"
"Andrea Rau","scale_x_continuous"
"Andrea Rau","scale_x_discrete"
"Andrea Rau","scale_y_continuous"
"Andrea Rau","stat_summary"
"Andrea Rau","which.min"
"Andrea Rau","unlist"
"Andrea Rau","upper.tri"
"Andrea Rau","prod"
"Andrea Rau","rbind"
"Andrea Rau","return"
"Andrea Rau","rowMeans"
"Andrea Rau","rowSums"
"Andrea Rau","sqrt"
"Andrea Rau","suppressWarnings"
"Andrea Rau","dist"
"Andrea Rau","hclust"
"Andrea Rau","na.omit"
"Andrea Rau","mtext"
"Andrea Rau","par"
"Andrea Rau","n2mfrow"
"Andrea Rau","signature"
"Andrea Rau","setdiff"
"Andrea Rau","boxplot"
"Andrea Rau","DataFrame"
"Andrea Rau","setClass"
"Andrea Rau","tcounts"
"Andrea Rau","theme_bw"
"Andrea Rau","unique"
"Andrea Rau","vector"
"Andrea Rau","warning"
"Andrea Rau","which.max"
"David Fischer","as.matrix"
"David Fischer","as.numeric"
"David Fischer","c"
"David Fischer","tail"
"David Fischer","isempty"
"David Fischer","peakdetection"
"David Fischer","cbind"
"David Fischer","colnames"
"David Fischer","is.matrix"
"David Fischer","matrix"
"David Fischer","message"
"David Fischer","paste"
"David Fischer","new"
"David Fischer","median"
"David Fischer","size"
"David Fischer","zeros"
"David Fischer","rbind"
"David Fischer","rep"
"David Fischer","return"
"David Fischer","seq"
"David Fischer","t"
"David Fischer","split"
"David Fischer","sum"
"David Fischer","min"
"David Fischer","nrow"
"David Fischer","round"
"David Fischer","sign"
"David Fischer","sort"
"David Fischer","sort.int"
"David Fischer","unlist"
"David Fischer","which"
"David Fischer","which.max"
"David Fischer","retention_time"
"David Fischer","xcmsRaw"
"David Fischer","hist"
"Marco Frasca",".C"
"Marco Frasca","abs"
"Marco Frasca","as.double"
"Marco Frasca","generate_points"
"Marco Frasca","optimizep"
"Marco Frasca","as.integer"
"Marco Frasca","ceiling"
"Marco Frasca","cos"
"Marco Frasca","diag"
"Marco Frasca","length"
"Marco Frasca","list"
"Marco Frasca","runif"
"Marco Frasca","runSubnet"
"Marco Frasca","names"
"Marco Frasca","rep"
"Marco Frasca","return"
"Marco Frasca","rm"
"Marco Frasca","rownames"
"Marco Frasca","sin"
"Marco Frasca","sum"
"Marco Frasca","tan"
"Marco Frasca","unlist"
"Marco Frasca","vector"
"Marco Frasca","which"
"Marco Frasca","reg_data"
"Kushal Dey","all.equal"
"Kushal Dey","apply"
"Kushal Dey","as.character"
"Kushal Dey","modifyList"
"Kushal Dey","aes"
"Kushal Dey","coord_flip"
