"","Author","Repo","Packages"
"1752","seandavi","BiocIntegrativeCancerVis","gtrellis"
"1753","seandavi","BiocIntegrativeCancerVis","circlize"
"1754","seandavi","BiocIntegrativeCancerVis","RColorBrewer"
"1755","seandavi","CCR-shRNA-browser","dplyr"
"1756","seandavi","CCR-shRNA-browser","yaml"
"1757","seandavi","CCR-shRNA-browser","shiny"
"1758","seandavi","DogOsteoVis","GEOquery"
"1759","seandavi","DogOsteoVis","ggplot2"
"1760","seandavi","DogOsteoVis","tidyr"
"1761","seandavi","InteractiveApps_Bioc2017","shiny"
"1762","seandavi","Mammomics","synapseClient"
"1763","seandavi","Mammomics","markdown"
"1764","seandavi","RCourseAWSStarter","aws.ec2"
"1765","seandavi","RCourseAWSStarter","ssh.utils"
"1766","seandavi","RCourseAWSStarter","babynames"
"1767","seandavi","RCourseAWSStarter","dplyr"
"1768","seandavi","shinydt","shiny"
"1769","seandavi","shinydt","DT"
"1770","seandavi","shinydt","nycflights13"
"1771","seankross","AdvDataSci_Part_1","swirl"
"1772","seankross","AdvDataSci_Part_1","base64enc"
"1773","seankross","Baltimore_Crime_Browser","dplyr"
"1774","seankross","Baltimore_Crime_Browser","lubridate"
"1775","seankross","Baltimore_Crime_Browser","readr"
"1776","seankross","Baltimore_Crime_Browser","magrittr"
"1777","seankross","Baltimore_Crime_Browser","stringr"
"1778","seankross","Baltimore_Crime_Browser","purrr"
"1779","seankross","Baltimore_Crime_Browser","shiny"
"1780","seankross","Baltimore_Crime_Browser","leaflet"
"1781","seankross","Baltimore_Crime_Browser","ggplot2"
"1782","seankross","Baltimore_Crime_Browser","shinydashboard"
"1783","seankross","developing-data-products","shiny"
"1784","seankross","fuji","tibble"
"1785","seankross","fuji","dplyr"
"1786","seankross","fuji","tidyr"
"1787","seankross","guess-the-number","shiny"
"1788","seankross","guess-the-number","googlesheets"
"1789","seankross","guess-the-number","magrittr"
"1790","seankross","guess-the-number","shinyjs"
"1791","seankross","runconf17-app","gh"
"1792","seankross","runconf17-app","jsonlite"
"1793","seankross","runconf17-app","purrr"
"1794","seankross","runconf17-app","tibble"
"1795","seankross","runconf17-app","dplyr"
"1796","seankross","runconf17-app","shiny"
"1797","seankross","runconf17-app","plotly"
"1798","seankross","shiny-apps","shiny"
"1799","seankross","shiny-apps","dplyr"
"1800","seankross","simple-text","shiny"
"1801","stephenturner","covcalc","shiny"
"1802","stephenturner","covcalc","dplyr"
"1803","stephenturner","langouetastrie-scidata2016-chicken-rnaseq-retina-code","DESeq2"
"1804","stephenturner","langouetastrie-scidata2016-chicken-rnaseq-retina-code","Tmisc"
"1805","stephenturner","langouetastrie-scidata2016-chicken-rnaseq-retina-code","dplyr"
"1806","stephenturner","langouetastrie-scidata2016-chicken-rnaseq-retina-code","RColorBrewer"
"1807","stephenturner","langouetastrie-scidata2016-chicken-rnaseq-retina-code","gplots"
"1808","szilard","benchm-databases","dplyr"
"1809","szilard","benchm-databases","ggplot2"
"1810","szilard","benchm-ml","readr"
"1811","szilard","benchm-ml","ROCR"
"1812","szilard","benchm-ml","xgboost"
"1813","szilard","benchm-ml","parallel"
"1814","szilard","benchm-ml","Matrix"
"1815","szilard","benchm-ml","gbm"
"1816","szilard","benchm-ml","h2o"
"1817","szilard","benchm-ml","data.table"
"1818","szilard","benchm-ml","randomForest"
"1819","szilard","benchm-ml","glmnet"
"1820","szilard","benchm-ml","mxnet"
"1821","szilard","benchm-ml","magrittr"
"1822","szilard","benchm-ml","ggplot2"
"1823","szilard","benchm-ml","dplyr"
"1824","szilard","benchm-ml","reshape2"
"1825","szilard","benchm-ml","Rborist"
"1826","szilard","benchm-ml","ranger"
"1827","szilard","benchm-R-mysql","RMySQL"
"1828","szilard","benchm-R-mysql","babynames"
"1829","szilard","benchm-R-mysql","rbenchmark"
"1830","szilard","benchm-R-mysql","readr"
"1831","szilard","benchm-R-mysql","RJDBC"
"1832","szilard","benchm-R-mysql","RODBC"
"1833","szilard","benchm-R-mysql","dplyr"
"1834","szilard","GBM-meltdown","h2o"
"1835","szilard","GBM-meltdown","data.table"
"1836","szilard","GBM-meltdown","ROCR"
"1837","szilard","GBM-meltdown","xgboost"
"1838","szilard","GBM-meltdown","parallel"
"1839","szilard","GBM-meltdown","Matrix"
"1840","szilard","GBM-meltdown","lightgbm"
"1841","szilard","GBM-meltdown","readr"
"1842","szilard","GBM-meltdown","glmnet"
"1843","szilard","GBM-perf","h2o"
"1844","szilard","GBM-perf","ROCR"
"1845","szilard","GBM-perf","data.table"
"1846","szilard","GBM-perf","xgboost"
"1847","szilard","GBM-perf","parallel"
"1848","szilard","GBM-perf","Matrix"
"1849","szilard","GBM-perf","lightgbm"
"1850","szilard","GBM-perf","catboost"
"1851","szilard","GBM-perf","h2o4gpu"
"1852","szilard","h2o-experiments","microbenchmark"
"1853","szilard","h2o-experiments","h2o"
"1854","szilard","h2o-experiments","data.table"
"1855","szilard","h2o-experiments","ggplot2"
"1856","szilard","kaggle-scripts-R-pydata","rvest"
"1857","szilard","kaggle-scripts-R-pydata","stringr"
"1858","szilard","kaggle-scripts-R-pydata","jsonlite"
"1859","szilard","kaggle-scripts-R-pydata","magrittr"
"1860","szilard","kaggle-scripts-R-pydata","readr"
"1861","szilard","kaggle-scripts-R-pydata","dplyr"
"1862","szilard","kaggle-scripts-R-pydata","purrr"
"1863","szilard","ml-hacks","h2o"
"1864","szilard","ML-scoring","plumber"
"1865","szilard","ML-scoring","data.table"
"1866","szilard","ML-scoring","ROCR"
"1867","szilard","ML-scoring","gbm"
"1868","szilard","ML-scoring","h2o"
"1869","szilard","ML-scoring","lightgbm"
"1870","szilard","ML-scoring","parallel"
"1871","szilard","ML-scoring","Matrix"
"1872","szilard","ML-scoring","xgboost"
"1873","szilard","ML-scoring","glmnet"
"1874","szilard","ML-scoring","glmnetUtils"
"1875","szilard","shinyvalidinp-demo","shiny"
"1876","szilard","shinyvalidinp-demo","RSQLite"
"1877","szilard","shinyvalidinp-demo","shinyvalidinp"
"1878","szilard","talk-GALA-DScourse","ggplot2"
"1879","szilard","xgboost-adv-workshop-LA","h2o"
"1880","szilard","xgboost-adv-workshop-LA","readr"
"1881","szilard","xgboost-adv-workshop-LA","ROCR"
"1882","szilard","xgboost-adv-workshop-LA","xgboost"
"1883","szilard","xgboost-adv-workshop-LA","parallel"
"1884","szilard","xgboost-adv-workshop-LA","Matrix"
"1885","szilard","xgboost-adv-workshop-LA","data.table"
"1886","terrytangyuan","ctv-model-deployment","XML"
"1887","terrytangyuan","ctv-model-deployment","ctv"
"1888","thomasp85","firedock","fiery"
"1889","thomasp85","firedock","routr"
"1890","thomasp85","heroku-fiery-demo","fiery"
"1891","thomasp85","heroku-fiery-demo","routr"
"1892","tirthajyoti","DeepNetworksR","caTools"
"1893","tirthajyoti","DeepNetworksR","softmaxreg"
"1894","tirthajyoti","ElectricityBillAnalysis","rpart"
"1895","tirthajyoti","ElectricityBillAnalysis","rpart.plot"
"1896","tirthajyoti","ElectricityBillAnalysis","ggplot2"
"1897","tirthajyoti","Salary_Analysis_Logistic_Regression","caTools"
"1898","tirthajyoti","SpamClassifierPCA","caret); library(kernlab); data(spam"
"1899","tirthajyoti","TruthTableNeuralNet","caTools"
"1900","tirthajyoti","TruthTableNeuralNet","neuralnet"
"1901","tirthajyoti","TruthTableNeuralNet","ggplot2"
"1902","tirthajyoti","USCrimeAnalysis","readxl"
"1903","tirthajyoti","USCrimeAnalysis","ggplot2"
"1904","tirthajyoti","Wafer_Test_PCA","caret"
"1905","toddwschneider","agency-loan-level","RPostgreSQL"
"1906","toddwschneider","agency-loan-level","ggplot2"
"1907","toddwschneider","agency-loan-level","scales"
"1908","toddwschneider","agency-loan-level","dplyr"
"1909","toddwschneider","agency-loan-level","jsonlite"
"1910","toddwschneider","agency-loan-level","survival"
"1911","toddwschneider","agency-loan-level","grid"
"1912","toddwschneider","agency-loan-level","gridExtra"
"1913","toddwschneider","agency-loan-level","tidyverse"
"1914","toddwschneider","ballr","shiny"
"1915","toddwschneider","ballr","ggplot2"
"1916","toddwschneider","ballr","hexbin"
"1917","toddwschneider","ballr","dplyr"
"1918","toddwschneider","ballr","httr"
"1919","toddwschneider","ballr","jsonlite"
"1920","toddwschneider","chicago-taxi-data","dplyr"
"1921","toddwschneider","chicago-taxi-data","ggplot2"
"1922","toddwschneider","chicago-taxi-data","scales"
"1923","toddwschneider","chicago-taxi-data","RPostgreSQL"
"1924","toddwschneider","chicago-taxi-data","zoo"
"1925","toddwschneider","chicago-taxi-data","stringr"
"1926","toddwschneider","chicago-taxi-data","lubridate"
"1927","toddwschneider","chicago-taxi-data","readr"
"1928","toddwschneider","chicago-taxi-data","extrafont"
"1929","toddwschneider","learnedleague-analysis","ggplot2"
"1930","toddwschneider","learnedleague-analysis","scales"
"1931","toddwschneider","learnedleague-analysis","dplyr"
"1932","toddwschneider","learnedleague-analysis","reshape2"
"1933","toddwschneider","learnedleague-analysis","readr"
"1934","toddwschneider","learnedleague-analysis","rpart"
"1935","toddwschneider","learnedleague-analysis","rpart.plot"
"1936","toddwschneider","learnedleague-analysis","grid"
"1937","toddwschneider","matchplay","ggplot2"
"1938","toddwschneider","matchplay","grid"
"1939","toddwschneider","matchplay","reshape"
"1940","toddwschneider","matchplay","scales"
"1941","toddwschneider","matchplay","plyr"
"1942","toddwschneider","nyc-citibike-data","ggplot2"
"1943","toddwschneider","nyc-citibike-data","dplyr"
"1944","toddwschneider","nyc-citibike-data","reshape2"
"1945","toddwschneider","nyc-citibike-data","zoo"
"1946","toddwschneider","nyc-citibike-data","scales"
"1947","toddwschneider","nyc-citibike-data","extrafont"
"1948","toddwschneider","nyc-citibike-data","grid"
"1949","toddwschneider","nyc-citibike-data","RPostgreSQL"
"1950","toddwschneider","nyc-citibike-data","ggmap"
"1951","toddwschneider","nyc-citibike-data","rgdal"
"1952","toddwschneider","nyc-citibike-data","maptools"
"1953","toddwschneider","nyc-citibike-data","readr"
"1954","toddwschneider","nyc-citibike-data","minpack.lm"
"1955","toddwschneider","nyc-taxi-data","ggplot2"
"1956","toddwschneider","nyc-taxi-data","ggmap"
"1957","toddwschneider","nyc-taxi-data","dplyr"
"1958","toddwschneider","nyc-taxi-data","reshape2"
"1959","toddwschneider","nyc-taxi-data","zoo"
"1960","toddwschneider","nyc-taxi-data","scales"
"1961","toddwschneider","nyc-taxi-data","extrafont"
"1962","toddwschneider","nyc-taxi-data","grid"
"1963","toddwschneider","nyc-taxi-data","RPostgreSQL"
"1964","toddwschneider","nyc-taxi-data","rgdal"
"1965","toddwschneider","nyc-taxi-data","maptools"
"1966","toddwschneider","nyc-taxi-data","tidyverse"
"1967","toddwschneider","nyc-taxi-data","lubridate"
"1968","toddwschneider","nyc-taxi-data","broom"
"1969","toddwschneider","shiny-salesman","shiny"
"1970","toddwschneider","shiny-salesman","maps"
"1971","toddwschneider","shiny-salesman","geosphere"
"1972","topepo","caret","caret"
"1973","topepo","caret","plyr"
"1974","topepo","caret","recipes"
"1975","topepo","caret","dplyr"
"1976","topepo","caret","bookdown"
"1977","topepo","caret","parallel"
"1978","topepo","caret","doParallel"
"1979","topepo","caret","ggplot2"
"1980","topepo","caret","odfWeave"
"1981","topepo","caret","randomForest"
"1982","topepo","caret","mlbench"
"1983","topepo","caret","AppliedPredictiveModeling"
"1984","topepo","caret","ellipse"
"1985","topepo","caret","doMC"
"1986","topepo","caret","rpart"
"1987","topepo","caret","kernlab"
"1988","topepo","caret","klaR"
"1989","topepo","caret","proxy"
"1990","topepo","caret","earth"
"1991","topepo","caret","MASS"
"1992","topepo","caret","party"
"1993","topepo","caret","pls"
"1994","topepo","caret","Hmisc"
"1995","topepo","caret","caTools"
"1996","topepo","caret","googleVis"
"1997","topepo","caret","class"
"1998","topepo","caret","e1071"
"1999","topepo","caret","C50"
"2000","topepo","caret","mda"
"2001","topepo","caret","animation"
"2002","topepo","caret","desirability"
"2003","topepo","caret","DMwR"
"2004","topepo","caret","ROSE"
"2005","topepo","caret","knitr"
"2006","topepo","caret","tools"
"2007","topepo","caret","devtools"
"2008","topepo","caret","diffr"
"2009","topepo","caret","fastICA"
"2010","topepo","caret","testthat"
"2011","topepo","caret","ipred"
"2012","topepo","caret","BiocInstaller"
"2013","topepo","ICHPS2015_Class_Imbalance","caret"
"2014","topepo","ICHPS2015_Class_Imbalance","partykit"
"2015","topepo","ICHPS2015_Class_Imbalance","rpart"
"2016","topepo","IFCS-2017","caret"
"2017","topepo","IFCS-2017","recipes"
"2018","topepo","odsc_rules","caret"
"2019","topepo","odsc_rules","ggmap"
"2020","topepo","odsc_rules","RWeka"
"2021","topepo","odsc_rules","Cubist"
"2022","topepo","odsc_rules","car"
"2023","topepo","odsc_rules","RCurl"
"2024","topepo","odsc_rules","C50"
"2025","topepo","odsc_rules","pROC"
"2026","topepo","odsc_rules","inTrees"
"2027","topepo","Optimization-Methods-for-Tuning-Predictive-Models","caret"
"2028","topepo","Optimization-Methods-for-Tuning-Predictive-Models","ggmap"
"2029","topepo","Optimization-Methods-for-Tuning-Predictive-Models","pso"
"2030","topepo","Optimization-Methods-for-Tuning-Predictive-Models","GA"
"2031","topepo","Optimization-Methods-for-Tuning-Predictive-Models","rBayesianOptimization"
"2032","topepo","par-caret-bench","dplyr"
"2033","topepo","par-caret-bench","ggplot2"
"2034","topepo","par-caret-bench","caret"
"2035","topepo","par-caret-bench","xgboost"
"2036","topepo","par-caret-bench","lubridate"
"2037","topepo","par-caret-bench","sessioninfo"
"2038","topepo","R-Ladies-London","ggplot2"
"2039","topepo","R-Ladies-London","caret"
"2040","topepo","steroidogenic_tox","caret"
"2041","topepo","steroidogenic_tox","latticeExtra"
"2042","topepo","steroidogenic_tox","ggplot2"
"2043","topepo","useR2016","AppliedPredictiveModeling"
"2044","topepo","useR2016","ggplot2"
"2045","topepo","useR2016","caret"
"2046","topepo","useR2016","rpart"
"2047","topepo","useR2016","partykit"
"2048","topepo","useR2016","lubridate"
"2049","trestletech","ArrestAnalysis","httr"
"2050","trestletech","ArrestAnalysis","RJSONIO"
"2051","trestletech","ArrestAnalysis","lubridate"
"2052","trestletech","ArrestAnalysis","XML"
"2053","trestletech","ArrestAnalysis","shiny"
"2054","trestletech","dallas-police","lubridate"
"2055","trestletech","dallas-police","dallasgeolocate"
"2056","trestletech","dallas-police","rgeos"
"2057","trestletech","dallas-police","sp"
"2058","trestletech","dallas-police","rgdal"
"2059","trestletech","dallas-police","httr"
"2060","trestletech","dallas-police","plyr"
"2061","trestletech","dallas-police","dplyr"
"2062","trestletech","dallas-police","readr"
"2063","trestletech","dallas-police","shiny"
"2064","trestletech","dallas-police","leaflet"
"2065","trestletech","dallas-police","ggplot2"
"2066","trestletech","dallas-police","ShinyDash"
"2067","trestletech","dallas-police","analogsea"
"2068","trestletech","demo-rmd-shiny","shiny"
"2069","trestletech","demo-rmd-shiny","shinyAce"
"2070","trestletech","demo-rmd-shiny","knitr"
"2071","trestletech","eigencoder","httr"
"2072","trestletech","eigencoder","digest"
"2073","trestletech","nfl-analysis","httr"
"2074","trestletech","nfl-analysis","RJSONIO"
"2075","trestletech","RGB-Space","knitr"
"2076","trestletech","RGB-Space","rgl"
"2077","trestletech","RGB-Space","colorspace"
"2078","trestletech","Sermon-Sentiment-Analysis","tm"
"2079","trestletech","ShinyChat","shiny"
"2080","trestletech","ShinyChat","stringr"
"2081","trestletech","ShinyDash-Sample","shiny"
"2082","trestletech","ShinyDash-Sample","ShinyDash"
"2083","trestletech","ShinyDash-Sample","XML"
"2084","trestletech","ShinyDash-Sample","httr"
"2085","trestletech","user2016-sparklyr","sparklyr"
"2086","trestletech","user2016-sparklyr","dplyr"
"2087","trestletech","user2016-sparklyr","raster"
"2088","trestletech","user2016-sparklyr","shiny"
"2089","trestletech","user2016-sparklyr","leaflet"
"2090","trevorstephens","titanic","rpart"
"2091","trevorstephens","titanic","rattle"
"2092","trevorstephens","titanic","rpart.plot"
"2093","trevorstephens","titanic","RColorBrewer"
"2094","trevorstephens","titanic","randomForest"
"2095","trevorstephens","titanic","party"
"2096","trinker","intro_to_data_science","devtools"
"2097","trinker","intro_to_data_science","teach"
"2098","trinker","pax_tweak","staticdocs"
"2099","trinker","pax_tweak","reports"
"2100","vopani","AnalyticsVidhya_BlackFriday","dummies"
"2101","vopani","AnalyticsVidhya_BlackFriday","plyr"
"2102","vopani","AnalyticsVidhya_Knocktober","data.table"
"2103","vopani","AnalyticsVidhya_Knocktober","xgboost"
"2104","vopani","AnalyticsVidhya_LastManStanding","data.table"
"2105","vopani","AnalyticsVidhya_LastManStanding","plyr"
"2106","vopani","AnalyticsVidhya_LastManStanding","xgboost"
"2107","vopani","AnalyticsVidhya_SeersAccuracy","data.table"
"2108","vopani","AnalyticsVidhya_SeersAccuracy","plyr"
"2109","vopani","AnalyticsVidhya_SeersAccuracy","xgboost"
"2110","vopani","AnalyticsVidhya_SmartRecruit","data.table"
"2111","vopani","AnalyticsVidhya_SmartRecruit","xgboost"
"2112","vopani","AnalyticsVidhya_XtremeMLHack","data.table"
"2113","vopani","AnalyticsVidhya_XtremeMLHack","Metrics"
"2114","vopani","Kaggle_AirBnB","bit64"
"2115","vopani","Kaggle_AirBnB","data.table"
"2116","vopani","Kaggle_AirBnB","xgboost"
"2117","vopani","Kaggle_Rain2","data.table"
"2118","vopani","Kaggle_Rain2","h2o"
"2119","vopani","Kaggle_Rain2","fastmatch"
"2120","vopani","Kaggle_Rain2","zoo"
"2121","vopani","Kaggle_Rain2","xgboost"
"2122","vopani","Kaggle_SantanderProductRecommendation","data.table"
"2123","vopani","Kaggle_SantanderProductRecommendation","xgboost"
"2124","vopani","Kaggle_Telstra","data.table"
"2125","vopani","Kaggle_Telstra","plyr"
"2126","vopani","Kaggle_Telstra","xgboost"
"2127","vopani","Kaggle_TFI","caret"
"2128","vopani","Kaggle_TFI","dummies"
"2129","vopani","Kaggle_TFI","plyr"
"2130","vopani","Kaggle_TFI","randomForest"
"2131","vsbuffalo","farbenfroh","testthat"
"2132","vsbuffalo","farbenfroh","purrr"
"2133","vsbuffalo","mll_translocation","lattice"
"2134","vsbuffalo","RNASeqTools","DESeq"
"2135","vsbuffalo","RNASeqTools","RNASeqTools"
"2136","vsbuffalo","RNASeqTools","pasilla"
"2137","vsbuffalo","RNASeqTools","multicore"
"2138","vsbuffalo","zmays_germinate","GenomicFeatures"
"2139","wch","data-omdb","dplyr"
"2140","wch","dockr","methods"
"2141","wch","dockr","devtools"
"2142","wch","httpuv-testing","httpuv"
"2143","wch","httpuv-testing","promises"
"2144","wch","r-source","compiler"
"2145","wch","r-source","grid"
"2146","wch","r-source","stats4"
"2147","wch","r-source","stats"
"2148","wch","r-source","help=""splines"""
"2149","wch","r-source","tools"
"2150","wch","r-source","splines"
"2151","wch","r-source","""stats4"""
"2152","wch","r-source","""methods"")# (not needed here"
"2153","wch","r-source","survival"
"2154","wch","r-source","utils"
"2155","wch","shiny-reactlog-examples","shiny"
"2156","wch","shiny-reactlog-examples","digest"
"2157","wch","shiny-reactlog-examples","bit"
"2158","wch","shiny-reactlog-examples","tm"
"2159","wch","shiny-reactlog-examples","wordcloud"
"2160","wch","shiny-reactlog-examples","memoise"
"2161","wch","shiny-reactlog-examples","dplyr"
"2162","wch","shiny-reactlog-examples","tidyr"
"2163","wch","shiny-reactlog-examples","jsonlite"
"2164","wch","shiny_demo","shiny"
"2165","wch","shiny_demo","shinythemes"
"2166","wch","shiny_demo","dplyr"
"2167","wch","shiny_demo","tidyr"
"2168","wch","shiny_demo","readr"
"2169","wch","shiny_demo","purrr"
"2170","wch","shiny_demo","ggplot2"
"2171","wch","shiny_demo","ggrepel"
"2172","wch","shinyapps-encoding","shiny"
"2173","wch","tabexample","shiny"
"2174","wch","wifi-data","plyr"
"2175","wch","wifi-data","ggplot2"
"2176","woobe","blenditbayes","ggplot2"
"2177","woobe","blenditbayes","ggmap"
"2178","woobe","blenditbayes","RJSONIO"
"2179","woobe","blenditbayes","png"
"2180","woobe","blenditbayes","grid"
"2181","woobe","blenditbayes","xtable"
"2182","woobe","blenditbayes","caret"
"2183","woobe","blenditbayes","RColorBrewer"
"2184","woobe","blenditbayes","rblocks"
"2185","woobe","blenditbayes","animation"
"2186","woobe","blenditbayes","h2o"
"2187","woobe","blenditbayes","knitr"
"2188","woobe","euro2016","data.table"
"2189","woobe","euro2016","h2o"
"2190","woobe","euro2016","h2oEnsemble"
"2191","woobe","footballytics","dplyr"
"2192","woobe","footballytics","shiny"
"2193","woobe","footballytics","shinydashboard"
"2194","woobe","footballytics","ggplot2"
"2195","woobe","footballytics","ggthemes"
"2196","woobe","footballytics","htmlwidgets"
"2197","woobe","footballytics","directlabels"
"2198","woobe","footballytics","caret"
"2199","woobe","footballytics","doParallel"
"2200","woobe","footballytics","randomForest"
"2201","woobe","rugsmaps","maps"
"2202","woobe","rugsmaps","ggmap"
"2203","woobe","rugsmaps","stringr"
"2204","woobe","rugsmaps","shiny"
"2205","woobe","rugsmaps","rMaps"
"2206","woobe","rugsmaps","rCharts"
"2207","woobe","rugsmaps","markdown"
"2208","woobe","useR_2014","grid"
"2209","woobe","useR_2014","gridExtra"
"2210","woobe","useR_2014","EBImage"
"2211","woobe","useR_2014","ggplot2"
"2212","woobe","useR_2014","rPlotter"
"2213","wush978","AirBox","magrittr"
"2214","wush978","AirBox","jsonlite"
"2215","wush978","AirBox","data.table"
"2216","wush978","AirBox","dplyr"
"2217","wush978","BookKeeper","shiny"
"2218","wush978","BookKeeper","shinyExt"
"2219","wush978","DSPCarPrice","magrittr"
"2220","wush978","FlippedTradingClassroom","quantmod"
"2221","wush978","GovernmentTender","shiny"
"2222","wush978","GovernmentTender","data.table"
"2223","wush978","GovernmentTender","dplyr"
"2224","wush978","GovernmentTender","igraph"
"2225","wush978","KDD2015wpp","dplyr"
"2226","wush978","KDD2015wpp","IPinYouExp"
"2227","wush978","KDD2015wpp","FeatureHashing"
"2228","wush978","KDD2015wpp","methods"
"2229","wush978","KDD2015wpp","BridgewellML"
"2230","wush978","KDD2015wpp","Matrix"
"2231","wush978","MISQPlus","knitr"
"2232","wush978","MISQPlus","markdown"
"2233","wush978","MISQPlus","tools, quietly=TRUE"
"2234","wush978","MISQPlus","MISQPlus"
"2235","wush978","recurrentR","recurrentR"
"2236","wush978","recurrentR","RPPGen) # library(devtools);install_github('RPPGen', 'wush978'"
"2237","wush978","recurrentR","microbenchmark"
"2238","wush978","recurrentR","nleqslv"
"2239","wush978","recurrentR","RPPGen"
"2240","wush978","recurrentR","RMessenger"
"2241","wush978","recurrentR","rbenchmark"
"2242","wush978","recurrentR","numDeriv"
"2243","wush978","recurrentR","plotrix"
"2244","wush978","TaiwanGovTender","magrittr"
"2245","wush978","TaiwanGovTender","data.table"
"2246","wush978","TaiwanGovTender","parallel"
"2247","wush978","TaiwanGovTender","httr"
"2248","wush978","TaiwanGovTender","XML"
"2249","wush978","TaiwanGovTender","stringr"
"2250","wush978","TaiwanGovTender","tools"
"2251","wush978","TaiwanGovTender","stringi"
"2252","wush978","TaiwanGovTender","R.utils"
"2253","wush978","TaiwanGovTender","logging"
"2254","wush978","TaiwanGovTender","jsonlite"
"2255","wush978","TaiwanGovTender","dplyr"
"2256","wush978","TaiwanGovTender","igraph"
"2257","wush978","TaiwanGovTender","optparse"
"2258","wush978","TaiwanGovTender","lubridate"
"2259","wush978","TaiwanGovTender","RSelenium"
"2260","Xiaodan","Coursera-Computing-for-Data-Analysis","googleVis"
"2261","Xiaodan","Coursera-Computing-for-Data-Analysis","lattice"
"2262","Xiaodan","Coursera-Exploratory-Data-Analysis","nlme"
"2263","Xiaodan","Coursera-Exploratory-Data-Analysis","lattice"
"2264","Xiaodan","Coursera-Exploratory-Data-Analysis","datasets"
"2265","Xiaodan","Coursera-Exploratory-Data-Analysis","ggplot2"
"2266","Xiaodan","Coursera-Exploratory-Data-Analysis","RColorBrewer"
"2267","Xiaodan","Coursera-Exploratory-Data-Analysis","colorspace"
"2268","Xiaodan","Coursera-Practical-Machine-Learning","AppliedPredictiveModeling"
"2269","Xiaodan","Coursera-Practical-Machine-Learning","caret"
"2270","Xiaodan","Coursera-Practical-Machine-Learning","Hmisc"
"2271","Xiaodan","Coursera-Practical-Machine-Learning","plyr"
"2272","Xiaodan","Coursera-Practical-Machine-Learning","kernlab"
"2273","Xiaodan","Coursera-Practical-Machine-Learning","ISLR"
"2274","Xiaodan","Coursera-Practical-Machine-Learning","ggplot2"
"2275","Xiaodan","Coursera-Practical-Machine-Learning","gridExtra"
"2276","Xiaodan","Coursera-Practical-Machine-Learning","RANN"
"2277","Xiaodan","Coursera-Practical-Machine-Learning","pgmm"
"2278","Xiaodan","Coursera-Practical-Machine-Learning","ElemStatLearn"
"2279","Xiaodan","Coursera-Practical-Machine-Learning","gbm"
"2280","Xiaodan","Coursera-Practical-Machine-Learning","elasticnet"
"2281","Xiaodan","Coursera-Practical-Machine-Learning","forecast"
"2282","Xiaodan","Coursera-Practical-Machine-Learning","e1071"
"2283","Xiaodan","Coursera-R-Programming","swirl"
"2284","Xiaodan","Coursera-R-Programming","datasets"
"2285","Xiaodan","Coursera-Reproducible-Research","kernlab"
"2286","Xiaodan","Coursera-Reproducible-Research","boot"
"2287","Xiaodan","Coursera-Reproducible-Research","knitr"
"2288","Xiaodan","Coursera-Reproducible-Research","datasets"
"2289","Xiaodan","Coursera-Reproducible-Research","stats"
"2290","Xiaodan","Coursera-Reproducible-Research","cacher"
"2291","Xiaodan","Coursera-Statistical-Inference","stats"
"2292","Xiaodan","Coursera-Statistical-Inference","HistData"
"2293","Xiaodan","Coursera-Statistical-Inference","UsingR"
"2294","Xiaodan","Coursera-Statistical-Inference","manipulate"
"2295","Xiaodan","Coursera-Statistical-Inference","binom"
"2296","Xiaodan","Coursera-Statistical-Inference","bootstrap"
"2297","Xiaodan","ExData_Plotting2","ggplot2"
"2298","Xiaodan","Time-Series-Analysis-Project","rdatamarket"
"2299","Xiaodan","Time-Series-Analysis-Project","astsa"
"2300","yihui","appstat","shiny"
"2301","yihui","raggle","shiny"
"2302","zonination","allergens","tidyverse"
"2303","zonination","allergens","lubridate"
"2304","zonination","allergens","ggjoy"
"2305","zonination","basketball-heatmap","ggplot2"
"2306","zonination","basketball-heatmap","reshape2"
"2307","zonination","basketball-heatmap","scales"
"2308","zonination","basketball-heatmap","stringr"
"2309","zonination","collatz","ggplot2"
"2310","zonination","colors","ggplot2"
"2311","zonination","colors","scales"
"2312","zonination","colors","reshape2"
"2313","zonination","colors","lubridate"
"2314","zonination","election-history","ggplot2"
"2315","zonination","election-history","gridExtra"
"2316","zonination","emperors","tidyverse"
"2317","zonination","emperors","lubridate"
"2318","zonination","football-hmap","ggplot2"
"2319","zonination","football-hmap","viridis"
"2320","zonination","galaxies","ggplot2"
"2321","zonination","gametheory","tidyverse"
"2322","zonination","gametheory","gsheet"
"2323","zonination","gametheory","lubridate"
"2324","zonination","gisstemp","ggplot2"
"2325","zonination","gisstemp","reshape2"
"2326","zonination","gisstemp","lubridate"
"2327","zonination","gisstemp","scales"
"2328","zonination","gisstemp","viridis"
"2329","zonination","ground_temp","ggplot2"
"2330","zonination","ground_temp","reshape2"
"2331","zonination","ground_temp","viridis"
"2332","zonination","guitartabs","tidyverse"
"2333","zonination","h-r-diagram","ggplot2"
"2334","zonination","investing","ggplot2"
"2335","zonination","investing","scales"
"2336","zonination","investing","lubridate"
"2337","zonination","obesity","ggplot2"
"2338","zonination","obesity","reshape2"
"2339","zonination","obesity","viridis"
"2340","zonination","perceptions","tidyverse"
"2341","zonination","perceptions","ggjoy"
"2342","zonination","perceptions","scales"
"2343","zonination","pokemon-chart","ggplot2"
"2344","zonination","pokemon-chart","reshape2"
