"","ile","czestosc"
"getBigWigFile",1,0
"getBinaryURL",1,0
"getBindCor",1,0
"getBioColor",1,0
"getBioMatrixDataAreaWidth",1,0
"getBioMatrixGeneLabelWidth",1,0
"getBioMatrixLegendHeight",1,0
"getBioMatrixPlotAreaHeigth",1,0
"getBioMatrixRemarkWidth",1,0
"getBioMatrixSampleHeight",1,0
"getBioMatrixSampleWidth",1,0
"getBioNetGraph",1,0
"getBootSignificanceF",1,0
"getBootTestIndF",1,0
"getBootTestxF",1,0
"getBootTestyF",1,0
"getBootTrainxF",1,0
"getBootTrainyF",1,0
"getBrainStars",1,0
"getCancerStudies",1,0
"getCaOmicsVColors",1,0
"getCaOmicsVPlotTypes",1,0
"getCaseLists",1,0
"getCellResource",1,0
"getCGHValue",1,0
"getCharacter",1,0
"getChipDimensions",1,0
"getChromBounds",1,0
"getChromBoxInfo",1,0
"getChromLength",1,0
"getChromMargin",1,0
"getChromValue",1,0
"getCI",1,0
"getCNVHeatmapForEachSC",1,0
"getCoefficientsIso",1,0
"getColClasses",1,0
"getColorShapeSelection",1,0
"getCols",1,0
"getCommonSegValues",1,0
"getCompare1",1,0
"getCompare2",1,0
"getCompensationMatrices",1,0
"getCompounds",1,0
"getCompSelection",1,0
"getConditions",1,0
"getConnection",1,0
"getContrast",1,0
"getControlsPositions",1,0
"getCoordinates",1,0
"getCor",1,0
"getCountTable",1,0
"getCovariates",1,0
"getCoverage",1,0
"getCurlHandle",1,0
"getData.1",1,0
"getDatasetList",1,0
"getDataSource",1,0
"getDbConn",1,0
"getDcfValues",1,0
"getDelimiter",1,0
"getDemethylatingEpimutationSites2",1,0
"getDensity",1,0
"getderivativeIons",1,0
"getDeviationsFromRandom",1,0
"getDispersion",1,0
"getDistrs",1,0
"getDocumentTitles",1,0
"getDoParRegistered",1,0
"getDoParWorkers",1,0
"getDotInfo",1,0
"getDynamicRange",1,0
"getEffectsForGene",1,0
"getEIC",1,0
"getEICs",1,0
"getelt",1,0
"geteltmulti",1,0
"getEpimutationRate",1,0
"getES",1,0
"getExogenousScalingFactor",1,0
"getExonDists",1,0
"getExperimentList",1,0
"getExpName",1,0
"getExprSummary",1,0
"getFC",1,0
"getffObj",1,0
"getffObjNoOpen",1,0
"getFID",1,0
"getFileDelim",1,0
"getFileExistsAttr",1,0
"getFileHeader",1,0
"getFileLinks",1,0
"getFileType",1,0
"getFlag",1,0
"getForm",1,0
"getFormalNames",1,0
"getFragmentSet",1,0
"getFragmentsPerPeak",1,0
"getFunctionalAnnotationChart",1,0
"getFunctionLengths",1,0
"getGeneId",1,0
"getGENEID",1,0
"getGenes",1,0
"getGeneticProfiles",1,0
"getGenomeLength",1,0
"getGEO",1,0
"getGEOSuppFiles",1,0
"getGlyphs",1,0
"getGOLeftMenu",1,0
"getGOLevel",1,0
"GetGRanges",1,0
"getGraphRoot",1,0
"getGrowthRates",1,0
"getHDF5DumpChunkDim",1,0
"getHDF5DumpCompressionLevel",1,0
"getHDF5DumpFile",1,0
"getHDF5DumpName",1,0
"getHeatmapColorScales",1,0
"getHeatmapValue",1,0
"getHelpButton",1,0
"getHOMOLOG",1,0
"getHub",1,0
"getIdsFromFile",1,0
"getImageDistance",1,0
"getImportanceF",1,0
"getImportPreparerClasses",1,0
"getInfo",1,0
"getInt",1,0
"getIntegers",1,0
"getIntens",1,0
"getIntensity",1,0
"getInteraction",1,0
"getIntersectLength",1,0
"getIntIndex",1,0
"getKLDpvalue",1,0
"getKmerFreqs",1,0
"getLab",1,0
"getLayout",1,0
"getLayoutNames",1,0
"getLBodeDataSim",1,0
"getLegendSelect",1,0
"getLen",1,0
"getLength",1,0
"getLengths",1,0
"getLevel",1,0
"getLevels",1,0
"getLoadedData",1,0
"getLocs",1,0
"getLogger",1,0
"getLogical",1,0
"getMainPlotsLeftMenu",1,0
"getMaintainerEmail",1,0
"getMapForArabidopsisChipPkg",1,0
"getMapForBiocChipPkg",1,0
"getMapForOtherChipPkg",1,0
"getMapForYeastChipPkg",1,0
"getMatBindingValues",1,0
"getMeasureRepAgreement",1,0
"getMemberEset",1,0
"getMeth",1,0
"getMethylatingEpimutationSites2",1,0
"getModel",1,0
"getModelAccuRankF",1,0
"getModelF",1,0
"getMQR",1,0
"getMutationsData",1,0
"getMutOrder",1,0
"getNamespace",1,0
"getNativeSymbolInfo",1,0
"getNBPPerPixel",1,0
"getNetworkInfoFuzzy",1,0
"getNEWSFromFile",1,0
"getNodeHeight",1,0
"getNodeLW",1,0
"getNodeRW",1,0
"getNodes",1,0
"getNodeXY",1,0
"getNreads",1,0
"getNu",1,0
"getNumberOfCells",1,0
"getObj",1,0
"getObjectFields",1,0
"getObjectSlots",1,0
"getOrganism",1,0
"getOrganismBox",1,0
"getOutValue",1,0
"getOutValueRAM3",1,0
"getP",1,0
"getPairwise",1,0
"getPalette",1,0
"getparams",1,0
"getParent",1,0
"getPars",1,0
"getParseData",1,0
"getPathHelperFiles",1,0
"getPCselection",1,0
"getPeaklist",1,0
"getPeaks_selection",1,0
"getPeaksIdxCol",1,0
"getPhenoData",1,0
"getPhi",1,0
"getPkgType",1,0
"GetPlotTitle",1,0
"getPositionalKmerFreqs",1,0
"getPositionalObsOverExp",1,0
"getPosValue",1,0
"getPotentialMCR",1,0
"getPredictionF",1,0
"getPreparedQuery",1,0
"getProbeConcs",1,0
"getProbeInfo",1,0
"getPROBESET",1,0
"getProfileData",1,0
"getProtein",1,0
"getpspectra",1,0
"getPvals",1,0
"GetPValueCutoff",1,0
"getPwmFromAlignment",1,0
"getPwmFromAlignmentFile",1,0
"getPwmFromFastaFile",1,0
"getPwmFromHomerFile",1,0
"getPwmFromPfmOrJasparFile",1,0
"getPwmFromPwmFile",1,0
"getQC",1,0
"getQCLeftMenu",1,0
"getquantilesandranks",1,0
"getQueryLink",1,0
"getQueryLoc",1,0
"getRadii",1,0
"getRandomInit",1,0
"getReducedSeg",1,0
"getRefClass",1,0
"getRefflat",1,0
"getRefGenome",1,0
"getRegion",1,0
"getRegionCoverage",1,0
"getRelationship",1,0
"getReport",1,0
"GetResidualTypeChoice",1,0
"getResource",1,0
"getResults",1,0
"getReverseDepends",1,0
"getRowsByIndexFromOnDiskLongTable_old",1,0
"getSamples",1,0
"getScalingFactor",1,0
"getScores",1,0
"getSDSummary",1,0
"getSearchData",1,0
"getSegScores",1,0
"getSelected",1,0
"getSelectedCols",1,0
"getSelectedDatasetInput",1,0
"getSelHeat",1,0
"getSequence",1,0
"getSequences",1,0
"getSequencesFromAlignmentFile",1,0
"getSequencesFromFastaFile",1,0
"GetSetNames",1,0
"getSGOL",1,0
"getSheetNames",1,0
"getSifInfo",1,0
"getSignificanceF",1,0
"getSingleProbeSetSize",1,0
"getSizeOrNormFactors",1,0
"GetSlideNum",1,0
"GetSlideNums",1,0
"getSNP",1,0
"getSNR",1,0
"getStartPlotsMsg",1,0
"getStartupMsg",1,0
"getStat",1,0
"getStateColors",1,0
"getSubpathwayGenes",1,0
"getSubsetDataVars",1,0
"getTableStyle",1,0
"getTagCiMatrix",1,0
"getTarget",1,0
"getTargetedHeatmapForEachSC",1,0
"getText",1,0
"getTextOnOff",1,0
"getTierF",1,0
"getTips",1,0
"getTNames",1,0
"GetTongs",1,0
"getTraj",1,0
"getTransformations",1,0
"getUniverseHelper",1,0
"getUniverseViaGo",1,0
"getUniverseViaKegg",1,0
"getUniverseViaPfam",1,0
"getValues",1,0
"getVar",1,0
"getVariant",1,0
"getVarNames",1,0
"getVarNames.int",1,0
"getVarNames.snp",1,0
"getVecFromStr",1,0
"getVerbose",1,0
"getVigBuilder",1,0
"getVignetteIndexEntry",1,0
"getVigSources",1,0
"getVipVn",1,0
"getVListIndex",1,0
"getWaldTest",1,0
"getWavelength",1,0
"getWellIds",1,0
"GetWhichProbes",1,0
"getWindowList",1,0
"getWritablePath",1,0
"getXBeta",1,0
"getZ",1,0
"getZ.imp",1,0
"getZfactor",1,0
"ggplot_deletions",1,0
"ggplot_insertions",1,0
"ggplot_mismatches",1,0
"ggplotly",1,0
"ggSingleBatchChains",1,0
"ggSingleBatchPooledChains",1,0
"ggvis",1,0
"GInteractions",1,0
"gl",1,0
"gList",1,0
"glm.nb",1,0
"glmnetUtil",1,0
"glmQLFTest",1,0
"glmTreat",1,0
"global.norm",1,0
"GNCList",1,0
"gnormalize",1,0
"GO_dbfile",1,0
"goDag",1,0
"gol",1,0
"goodTuringProportions",1,0
"goplots",1,0
"gplot.layout.fruchtermanreingold",1,0
"gr2ctssdf",1,0
"graph.difference",1,0
"graph.incidence",1,0
"graph_from_edgelist",1,0
"graphBPH",1,0
"graphDataDefaults",1,0
"graphLayout",1,0
"gray.colors",1,0
"grconvertY",1,0
"grid.abline",1,0
"grid.circle",1,0
"grid.dendrogram",1,0
"grid.edit",1,0
"grid.ls",1,0
"grid.segments",1,0
"grid.xaxis",1,0
"gridsvg",1,0
"GRmidpoint",1,0
"group_by_",1,0
"group_to_selection",1,0
"groupAA",1,0
"groupCorr",1,0
"groupFWHM",1,0
"groupval",1,0
"groupValues",1,0
"GrpMean",1,0
"GSA",1,0
"GSCAestim",1,0
"gsva",1,0
"gtable_add_cols",1,0
"gtable_add_grob",1,0
"gTree",1,0
"guide_colorbar",1,0
"GWAScatalog_UCSC",1,0
"h5",1,0
"h5read",1,0
"handleCheck",1,0
"handleContext",1,0
"handleError",1,0
"handleMessage",1,0
"handleNote",1,0
"handler",1,0
"handlers",1,0
"handleVerbatim",1,0
"handleWarning",1,0
"has.key",1,0
"hasLetterAt",1,0
"hatvalues",1,0
"hc_colors",1,0
"hc_legend",1,0
"hc_plotOptions",1,0
"hc_title",1,0
"hc_tooltip",1,0
"hc_xAxis",1,0
"hc_yAxis",1,0
"hc2axes",1,0
"hc2split",1,0
"hcaes",1,0
"hchart",1,0
"hclusterPlot",1,0
"HDF5Array",1,0
"headerPanel",1,0
"headtailPrint",1,0
"heatdiagram",1,0
"HeatDiagramDialog",1,0
"heatMap",1,0
"heatmap.DAPAR",1,0
"heatmap_legend_size",1,0
"heatmap_motor",1,0
"heatmapD",1,0
"heatmapGenomewide",1,0
"heatscatter",1,0
"help",1,0
"help.start",1,0
"hetFilt",1,0
"HiddenChecksBASiCS_Data",1,0
"hide",1,0
"hide_legend",1,0
"hideDropdown",1,0
"hideObj",1,0
"highchart",1,0
"highlightChrom",1,0
"hilbertImage",1,0
"histogram",1,0
"HistoneAll_UCSC",1,0
"histTailPP",1,0
"hitsForNeighboursByBase",1,0
"hitsForNeighboursInC",1,0
"hmm",1,0
"hmmWrapper",1,0
"homogeneity",1,0
"hook_plot_tex",1,0
"hote4mean",1,0
"house.features",1,0
"hpd.int",1,0
"HPDinterval",1,0
"hpList",1,0
"HSD.test",1,0
"html_print",1,0
"htmlDependency",1,0
"htmlDoc",1,0
"htmlFilename",1,0
"HTMLInsertGraph",1,0
"htmlOutput",1,0
"htmlpage",1,0
"HTMLReport",1,0
"HTMLStart",1,0
"HTMLStop",1,0
"htmlTemplate",1,0
"httpDELETE",1,0
"httpGET",1,0
"htypes.combine",1,0
"hub_score",1,0
"hubCache",1,0
"hubError",1,0
"hubUrl",1,0
"hump_diff1",1,0
"hump_diff2",1,0
"hwriteImage",1,0
"hyper_category_test",1,0
"hyper_randset",1,0
"hyperg_2F1",1,0
"Hypergraph",1,0
"ICL",1,0
"ID2EntrezID",1,0
"ID2GO",1,0
"ID2KEGG",1,0
"identifier",1,0
"identify",1,0
"idmaker",1,0
"iDMR",1,0
"ids",1,0
"ids2rowids",1,0
"idxSwap",1,0
"iexpr",1,0
"ifnotnull",1,0
"ifposlen",1,0
"illuminaBackground",1,0
"illuminaCdfNames",1,0
"illuminaForeground",1,0
"illuminaForeground_6x6",1,0
"illuminaSharpen",1,0
"ilogit",1,0
"image.smooth",1,0
"imageData",1,0
"imagemap3",1,0
"imageScreenArgsVerification",1,0
"imClose3",1,0
"img",1,0
"imodwt",1,0
"imp.constant",1,0
"imp.pcf",1,0
"impBcfGRL",1,0
"import.bam",1,0
"import.bam.ctss",1,0
"import.bedCTSS",1,0
"import.bedmolecule",1,0
"import.bedScore",1,0
"import.CAGEscanMolecule",1,0
"import.CTSS",1,0
"imprintedGenes_GTEx",1,0
"impute",1,0
"imRect",1,0
"imsqrt",1,0
"inc",1,0
"incidence2Adjacency",1,0
"includes",1,0
"index",1,0
"index.gdsn",1,0
"indexBcf",1,0
"indexes",1,0
"indexExistingCompounds",1,0
"indexFa",1,0
"IndexGenesPositions",1,0
"IndexList",1,0
"indexProcessor",1,0
"indexTabix",1,0
"indNuc",1,0
"infer_profiles_mle",1,0
"inflate",1,0
"inflation",1,0
"info",1,0
"info.parameters",1,0
"informationContent",1,0
"init_data",1,0
"initDb",1,0
"initEdgeAttribute",1,0
"initFields",1,0
"initialize_min_width",1,0
"initializeBigMatrix",1,0
"initializeBioMatrixPlot",1,0
"initializeBioNetCircos",1,0
"initializeStates",1,0
"initiatingValues",1,0
"initOutfile",1,0
"inLineVennLinks",1,0
"innerdendrogram",1,0
"innerdensityPlot",1,0
"innerheatmap",1,0
"innermdsplot",1,0
"innertypePlot",1,0
"inpungeNA",1,0
"inputFiles",1,0
"inputFilesType",1,0
"inputGOstart",1,0
"inputQCPlot",1,0
"inputSubtraction",1,0
"insert",1,0
"insertDef",1,0
"insertDescriptor",1,0
"insertDescriptorType",1,0
"insertFeature",1,0
"insertLinefeed",1,0
"insertNamedDef",1,0
"insertRow",1,0
"insertUserFeatures",1,0
"install_github",1,0
"IntegerList",1,0
"integerMatrix",1,0
"integersToNiceString",1,0
"integrate",1,0
"integrateOther",1,0
"intensities",1,0
"intensityFiles",1,0
"intensityRanges",1,0
"interaction",1,0
"interactions_data",1,0
"InteractionSet",1,0
"internalDNAcopySegm",1,0
"internalDNAcopySmooth",1,0
"interpfunc",1,0
"interpolate",1,0
"intNames",1,0
"intrle",1,0
"intToBits",1,0
"inverse",1,0
"inverse.polygon",1,0
"invTransform",1,0
"iqlr.features",1,0
"IQRdiff",1,0
"irPIR",1,0
"is.big.matrix",1,0
"is.bipartite",1,0
"is.connected",1,0
"is.cytof",1,0
"is.dir",1,0
"is.ff",1,0
"is.ffdf",1,0
"is.germline",1,0
"is.Matrix",1,0
"is.name",1,0
"is.nil",1,0
"is.object",1,0
"is.pointer",1,0
"is.positive.definite",1,0
"is.ReadOnlyMode",1,0
"is.RowMode",1,0
"is.symbol",1,0
"is.symmetric",1,0
"is.textarea.wrap.request",1,0
"is.unit",1,0
"is.wholenumber",1,0
"is.wholeposnumber",1,0
"is_abs_unit",1,0
"is_unproductive",1,0
"is_windows",1,0
"isActiveSeq",1,0
"isC1AtBottom",1,0
"isC1AtTop",1,0
"isCall",1,0
"isDevel",1,0
"isDirected",1,0
"isDisjoint",1,0
"isempty",1,0
"isEmpty",1,0
"isFALSE",1,0
"isFilterStats",1,0
"isIdeogram",1,0
"isInfrastructurePackage",1,0
"isInteger",1,0
"isLoaded",1,0
"isMatchingAt",1,0
"isNodeInDAG",1,0
"isNullPtr",1,0
"isoMDS",1,0
"isOpen",1,0
"isotab_get",1,0
"isotab_set",1,0
"isPossibleFilterStats",1,0
"isPossibleReducedDims",1,0
"isReducedDims",1,0
"isS4",1,0
"isSB",1,0
"isSingleNumberOrNA",1,0
"isSmall",1,0
"isSnp",1,0
"isStrictlySorted",1,0
"isSymmetric",1,0
"istreamFromFile",1,0
"istreamFromString",1,0
"isVirtualClass",1,0
"IterateAmplNum",1,0
"iupacToBase",1,0
"iupacToCons",1,0
"jaccard_coeff",1,0
"jarque.test",1,0
"join.segmented.series",1,0
"joinRegion",1,0
"joint",1,0
"JS",1,0
"JSdist",1,0
"JSdistFromP",1,0
"JSdistVec",1,0
"junctionsDU",1,0
"junctionsPIR",1,0
"junctionsPSI",1,0
"k",1,0
"K",1,0
"kappa",1,0
"karyotypeMeasures",1,0
"kCliques",1,0
"kde2d",1,0
"keep24chr",1,0
"keepStandardChromosomes",1,0
"keggGet",1,0
"keggPathwayGraphs",1,0
"keggPathwayNames",1,0
"KernelSums",1,0
"key",1,0
"KLdist.matrix",1,0
"kmeansProbaPost",1,0
"knit2html",1,0
"knn",1,0
"kNN_graph",1,0
"knots",1,0
"known.param.sizes",1,0
"knownGenes_UCSC",1,0
"koeff",1,0
"kruskal.test",1,0
"kurtosis",1,0
"l",1,0
"L2Rchain.colnames",1,0
"L2Rchain.Lkeyname",1,0
"L2Rchain.Rattribnames",1,0
"L2Rchain.Rkeyname",1,0
"L2Rchain.tagname",1,0
"La.svd",1,0
"labelBioNetNodeNames",1,0
"labeller",1,0
"labels_colors",1,0
"labelSpheres",1,0
"Laguerre",1,0
"lapplyFun",1,0
"largest.cliques",1,0
"lastCoefName",1,0
"lattice.options",1,0
"layer_points",1,0
"layout.fruchterman.reingold",1,0
"layout.norm",1,0
"layout_as_star",1,0
"layout_as_tree",1,0
"layout_karyogram",1,0
"layoutNetwork",1,0
"lcPrefix",1,0
"lcPrefixC",1,0
"lcSuffix",1,0
"LDA",1,0
"ldStatus",1,0
"lengthGain.na",1,0
"lengthLoss.na",1,0
"levelplot",1,0
"LevelstoNormFC",1,0
"lfcShrink",1,0
"lgamma",1,0
"librarySize",1,0
"librarySizes",1,0
"libsizes",1,0
"Lik",1,0
"Lik2",1,0
"lik4.full.top2",1,0
"lik4.full.top2fun",1,0
"likelihood",1,0
"likelihoodRatio",1,0
"likr",1,0
"lillieTest",1,0
"Limit",1,0
"limmaAnalysis",1,0
"limmafit",1,0
"linbin",1,0
"linearModelMu",1,0
"linearModelMuNormalized",1,0
"lineGraph",1,0
"lineProcessor",1,0
"List",1,0
"list.edge.attributes",1,0
"list.vertex.attributes",1,0
"list_files_with_exts",1,0
"list_len",1,0
"list_parse",1,0
"list_parse2",1,0
"listEnsemblArchives",1,0
"listFeatures",1,0
"listFilters",1,0
"listSorter",1,0
"listToCharacterVector",1,0
"Lkeys",1,0
"llply",1,0
"lm_fit",1,0
"lmFxn",1,0
"lo",1,0
"load.data",1,0
"load_by_name",1,0
"load_ccdata",1,0
"load_ctd_gene",1,0
"load_data",1,0
"load_OrgDb",1,0
"LoadBinCSAR",1,0
"loadBioconductorStyleFile",1,0
"loadData",1,0
"loadData.table",1,0
"loadDb",1,0
"loadDescriptors",1,0
"loadedData",1,0
"loadedNamespaces",1,0
"loader",1,0
"loadFileIntoGRanges",1,0
"loadFromFiles",1,0
"loadHmmsFromFiles",1,0
"loadingJSON",1,0
"loadNamespace",1,0
"loadpack",1,0
"loadPackageDetails",1,0
"loadSamples",1,0
"loadSdf",1,0
"loc.getLoglike",1,0
"local.fcn",1,0
"localDispersionFit",1,0
"localeToCharset",1,0
"localGetTermsDefinition",1,0
"localPwmAlignment",1,0
"locateFile",1,0
"locCat",1,0
"lockBinding",1,0
"loessPns",1,0
"log.info",1,0
"log.post",1,0
"log.processing.progress",1,0
"log.pt",1,0
"log.warning",1,0
"log_lik",1,0
"log2.ratios",1,0
"log2.ratios.imputed",1,0
"logb",1,0
"logbb",1,0
"logdebug",1,0
"logfc",1,0
"LogFC",1,0
"logicalCol",1,0
"logicalRow",1,0
"logicletGml2",1,0
"logicOp",1,0
"logistic.dsgnMat",1,0
"logistic.vnames",1,0
"logit",1,0
"logLik",1,0
"loglik_per_TF",1,0
"logmethParameters",1,0
"LogOdds",1,0
"logPrior",1,0
"logSliderJScode",1,0
"logsum",1,0
"logtGml2",1,0
"lookUp",1,0
"lookup_organism_by_tax_id",1,0
"loopData",1,0
"loopPlot",1,0
"loops",1,0
"loopWidth",1,0
"loss",1,0
"lower",1,0
"lpolygon",1,0
"LR3.ref",1,0
"LR3.test",1,0
"LR4.ref",1,0
"LR4.test",1,0
"lrr",1,0
"ls.gdsn",1,0
"lsei",1,0
"lumiQ",1,0
"ly_points",1,0
"M_heatmapPlotInput",1,0
"M_markerExpressionPlotInput",1,0
"M_stackDensityPlotInput",1,0
"maCompNormEq",1,0
"MACS.mva",1,0
"madA.AA",1,0
"madA.AB",1,0
"madA.BB",1,0
"madB.AA",1,0
"madB.AB",1,0
"madB.BB",1,0
"maDotsDefaults",1,0
"maGb",1,0
"maGenControls",1,0
"maGf",1,0
"maGridCol",1,0
"maGridRow",1,0
"mahalanobis",1,0
"main_optim",1,0
"make.cov.obj",1,0
"make.db.names",1,0
"make.start.matrix",1,0
"make_col_indices",1,0
"make_column_cluster",1,0
"make_elt_indices",1,0
"make_layout",1,0
"make_RegularArrayGrid_of_capped_length_blocks",1,0
"make_resource",1,0
"make_row_cluster",1,0
"make_row_indices",1,0
"make_se",1,0
"make_string_from_ArrayViewport",1,0
"make_symetric",1,0
"make_unique",1,0
"makeabscoord",1,0
"makeAnchor",1,0
"makeAnnDbPkg",1,0
"makeAnnotationHubResource",1,0
"makeBasePackage",1,0
"makeBlankData",1,0
"makeChrBandGraph",1,0
"makeChrBandInciMat",1,0
"makeChrMapToEntrez",1,0
"makeClass",1,0
"makeClosestTable",1,0
"makeContinTable",1,0
"makecoordblock",1,0
"makeCountMatrix",1,0
"makeDataFrameFromSlots",1,0
"makeDefaultGraphParamteres",1,0
"makeDendrogram",1,0
"makeEID2PROBESenv",1,0
"makeEnding",1,0
"makeFeatures",1,0
"makeFilterStats",1,0
"makeGenePlots",1,0
"makeGenomicRatioSetFromMatrix",1,0
"makeGoGeneTable",1,0
"makeGOViews",1,0
"makeGRangesListFromDataFrame",1,0
"makeHistograms",1,0
"makeHistoryTable",1,0
"makeIndex",1,0
"makeIndices",1,0
"makeLabPlot",1,0
"makeMetricTable",1,0
"makeMPImaster",1,0
"makeNavPlot",1,0
"makeNindexFromArrayViewport",1,0
"makeNodeAttrs",1,0
"makeNumericLabels",1,0
"makeOrderings",1,0
"makeOrgDbFromNCBI",1,0
"makePlot",1,0
"makeprobs",1,0
"makeprobsvec",1,0
"makeReducedDims",1,0
"makeSection",1,0
"makeTextLabels",1,0
"makeTitle",1,0
"makeTxDb",1,0
"makeUnique",1,0
"makeUniversalMapping",1,0
"makeVector",1,0
"makeVenn",1,0
"makevstaxis",1,0
"makeWaldTest",1,0
"maLabels",1,0
"maLoess",1,0
"maMed",1,0
"maNgr",1,0
"maNormCall",1,0
"maNormLoess",1,0
"maNormMain",1,0
"maNormMed",1,0
"maNum2Logic",1,0
"map.gset.lists",1,0
"map_to_colors",1,0
"mapAEtoENAviaHTTP",1,0
"maPalette",1,0
"mapBias",1,0
"mapGenes2GOgraph",1,0
"mapID",1,0
"mapIdentifiers",1,0
"mapIds_base",1,0
"mapLists",1,0
"maPlot",1,0
"mapPeaks",1,0
"mappedRkeys",1,0
"mapping",1,0
"mappingFunction",1,0
"mapvalues",1,0
"margin",1,0
"marina",1,0
"markChrom",1,0
"markerData",1,0
"markernames",1,0
"markMultiple",1,0
"marrangeGrob",1,0
"martAttributes",1,0
"martCheck",1,0
"martFilters",1,0
"martHost",1,0
"martVSchema",1,0
"massDiffMatrix",1,0
"mat.mean",1,0
"maTargets",1,0
"match.method",1,0
"matchCircularity",1,0
"matchConsensus",1,0
"matchCprofiles",1,0
"matches_check",1,0
"matchGenes",1,0
"matchPattern",1,0
"matchPDict",1,0
"matchPWM",1,0
"matchReadsToFraglist",1,0
"matchsymbol",1,0
"matchToDensity",1,0
"matchUpperQuantileForVariance",1,0
"matchVector",1,0
"matchWeightedUpperQuantileForVariance",1,0
"maternalAllele",1,0
"maText",1,0
"matlines",1,0
"matpoints",1,0
"Matrix",1,0
"matrix_element_type",1,0
"matrixDivideVec",1,0
"MatrixList",1,0
"matrixMultVec",1,0
"matrixreadout",1,0
"matrixToList",1,0
"matter_mat",1,0
"matter_vec",1,0
"matTx",1,0
"maW",1,0
"Max",1,0
"max_cliques",1,0
"max_text_height",1,0
"max_text_width",1,0
"maxDensity",1,0
"maxGap",1,0
"maxGapminRun",1,0
"maximizeLikelihood",1,0
"maxPWMScore",1,0
"maxRates",1,0
"maxScore",1,0
"mb_predictive",1,0
"mcc",1,0
"mcmc",1,0
"mcparallel",1,0
"MCS.list.merge",1,0
"MCS.merge",1,0
"mdf",1,0
"meanSNR",1,0
"meanSupport",1,0
"median.polish.summarize",1,0
"median.ratio",1,0
"medianA.AA",1,0
"medianA.AB",1,0
"medianA.BB",1,0
"medianB.AA",1,0
"medianB.AB",1,0
"medianB.BB",1,0
"medianSummaries",1,0
"medianWinSize",1,0
"medpolish",1,0
"melt_spikeins",1,0
"meltSingleBatchChains",1,0
"meltSingleBatchPooledChains",1,0
"membership",1,0
"memory.limit",1,0
"memory.usage",1,0
"mendoapply",1,0
"menuItem",1,0
"merge.data.frame",1,0
"merge.mats",1,0
"merge_2_grobs",1,0
"merge_3_grobs",1,0
"merge_4_grobs",1,0
"merge_classes",1,0
"merge_drop",1,0
"merge_lists",1,0
"merge_two_matrices",1,0
"mergeBam",1,0
"mergeCells",1,0
"mergeChrom",1,0
"mergeClusters",1,0
"mergedComp",1,0
"mergedCompInit",1,0
"mergeDisSub",1,0
"mergeDisWr",1,0
"mergeExp",1,0
"mergeFnAnotCharts",1,0
"mergeLevels",1,0
"mergeMDS",1,0
"mergeOptions",1,0
"mergePCWr",1,0
"mergePerGroup",1,0
"mergeSamples",1,0
"mergeSegs",1,0
"mergeStartNEnd",1,0
"messageToUser",1,0
"MET",1,0
"Meta",1,0
"meta.colors",1,0
"meta.def",1,0
"meta.EB",1,0
"meta.fixed",1,0
"MethCallGetCorrectedRegion",1,0
"methLevel",1,0
"methLevels",1,0
"method.names",1,0
"methods",1,0
"methp",1,0
"methPercent",1,0
"methylated",1,0
"methylumIDATepic",1,0
"methylumiR",1,0
"metric_fun",1,0
"mfv",1,0
"mi.both",1,0
"miAA",1,0
"MIAME",1,0
"miCodon",1,0
"microRNAs",1,0
"mid",1,0
"MIdist",1,0
"midpoint",1,0
"Min",1,0
"min_maxNormalize",1,0
"miniButtonBlock",1,0
"miniContentPanel",1,0
"minimalDispersion",1,0
"minimum.spanning.tree",1,0
"minimumMatrixElementIndexes",1,0
"miniPage",1,0
"miniTabPanel",1,0
"miniTabstripPanel",1,0
"miniTitleBarButton",1,0
"minPWMScore",1,0
"minRates",1,0
"miRNATargetRegionsBiomart_ENSEMBL",1,0
"missingArg",1,0
"mixedsort",1,0
"mixture",1,0
"mixturewt",1,0
"mkAllStrings",1,0
"mkrep",1,0
"mleContrast",1,0
"mmProbes",1,0
"mock_mm_df",1,0
"mod_colors",1,0
"model",1,0
"model.frame",1,0
"model.matrix.default",1,0
"model.weights",1,0
"modelMatrixGroups",1,0
"modelMatrixToConditionFactor",1,0
"modifyBaseFont",1,0
"modifyLines",1,0
"modifyNullPriors",1,0
"modularity",1,0
"modwt",1,0
"moHTML",1,0
"mold",1,0
"moleculesGR2CTSS",1,0
"momentsDispEstimate",1,0
"monotonic",1,0
"move",1,0
"MoveBkpStep",1,0
"mpi.close.Rslaves",1,0
"mpi.comm.disconnect",1,0
"mpi.comm.get.parent",1,0
"mpi.comm.set.errhandler",1,0
"mpi.comm.size",1,0
"mpi.intercomm.merge",1,0
"mpi.quit",1,0
"mpi.spawn.Rslaves",1,0
"MQR",1,0
"MQRDS",1,0
"msfit",1,0
"msn.affine",1,0
"msn.conditional",1,0
"msn.dev",1,0
"msn.marginal",1,0
"msn.mle",1,0
"msn.moment.fit",1,0
"msn.pdf2.aux",1,0
"msn.quantities",1,0
"msqrt",1,0
"mst.mle",1,0
"msviper",1,0
"mt.maxT",1,0
"mt.teststat",1,0
"mu",1,0
"multiassign",1,0
"MultiBatchModel2",1,0
"multicoreWorkers",1,0
"mungeName",1,0
"mutate_all",1,0
"mutate_if",1,0
"mutualInfo",1,0
"mv.calout.detect",1,0
"mvaBASIC",1,0
"MVal",1,0
"mvHisto",1,0
"mvHisto_HC",1,0
