"","funkcja","czestosc","kategoria"
"9937","is.element",4.39976e-05,"B"
"9938","is.even",4.39976e-05,"B"
"9939","is.ggplot",4.39976e-05,"B"
"9940","is.literal",4.39976e-05,"B"
"9941","is.name",4.39976e-05,"B"
"9942","is.projected",4.39976e-05,"B"
"9943","is.readable",4.39976e-05,"B"
"9944","is.sorted",4.39976e-05,"B"
"9945","is.tree",4.39976e-05,"B"
"9946","is.tree_attribute",4.39976e-05,"B"
"9947","is_a",4.39976e-05,"B"
"9948","is_blank",4.39976e-05,"B"
"9949","is_null",4.39976e-05,"B"
"9950","is_numeric",4.39976e-05,"B"
"9951","is_osx",4.39976e-05,"B"
"9952","is_out",4.39976e-05,"B"
"9953","isAdmin",4.39976e-05,"B"
"9954","isBedFile",4.39976e-05,"B"
"9955","isCU",4.39976e-05,"B"
"9956","isGeneric",4.39976e-05,"B"
"9957","isNamespace",4.39976e-05,"B"
"9958","isObjPtrNULL",4.39976e-05,"B"
"9959","isS4",4.39976e-05,"B"
"9960","isTip",4.39976e-05,"B"
"9961","isTip.df",4.39976e-05,"B"
"9962","it.sol",4.39976e-05,"B"
"9963","items_to_array",4.39976e-05,"B"
"9964","items_to_coda",4.39976e-05,"B"
"9965","itpl",4.39976e-05,"B"
"9966","j_curves",4.39976e-05,"B"
"9967","J48",4.39976e-05,"B"
"9968","jBuPuFun",4.39976e-05,"B"
"9969","JeffLeek",4.39976e-05,"B"
"9970","jGraysFun",4.39976e-05,"B"
"9971","jittermap",4.39976e-05,"B"
"9972","jmod",4.39976e-05,"B"
"9973","jparse",4.39976e-05,"B"
"9974","jplace_treetext_to_phylo",4.39976e-05,"B"
"9975","jprod",4.39976e-05,"B"
"9976","jps",4.39976e-05,"B"
"9977","json",4.39976e-05,"B"
"9978","kde2d",4.39976e-05,"B"
"9979","keepGOterm",4.39976e-05,"B"
"9980","KEGG_convert",4.39976e-05,"B"
"9981","KEGG_extid2path",4.39976e-05,"B"
"9982","kegg_link",4.39976e-05,"B"
"9983","kegg_list",4.39976e-05,"B"
"9984","KEGG_path2extid",4.39976e-05,"B"
"9985","kegg_rest",4.39976e-05,"B"
"9986","kegg_species_data",4.39976e-05,"B"
"9987","KEGGPATHID2EXTID",4.39976e-05,"B"
"9988","keras_model_sequential",4.39976e-05,"B"
"9989","kGetPlotPoints",4.39976e-05,"B"
"9990","kmer",4.39976e-05,"B"
"9991","knit2html",4.39976e-05,"B"
"9992","knit2pdf",4.39976e-05,"B"
"9993","knitr_in",4.39976e-05,"B"
"9994","knn3",4.39976e-05,"B"
"9995","knot_hash",4.39976e-05,"B"
"9996","kphaz.fit",4.39976e-05,"B"
"9997","kphaz.plot",4.39976e-05,"B"
"9998","kPredict",4.39976e-05,"B"
"9999","kPredicts",4.39976e-05,"B"
"10000","krige",4.39976e-05,"B"
"10001","kSplit",4.39976e-05,"B"
"10002","lab_brk",4.39976e-05,"B"
"10003","label",4.39976e-05,"B"
"10004","labeledHeatmap",4.39976e-05,"B"
"10005","labelMandatory",4.39976e-05,"B"
"10006","labels2colors",4.39976e-05,"B"
"10007","ladderize",4.39976e-05,"B"
"10008","lag_time",4.39976e-05,"B"
"10009","lagger",4.39976e-05,"B"
"10010","laply",4.39976e-05,"B"
"10011","lars",4.39976e-05,"B"
"10012","lasso.cd",4.39976e-05,"B"
"10013","lasso.cd.cccp",4.39976e-05,"B"
"10014","lasso.cd.ncv",4.39976e-05,"B"
"10015","lasso.cv",4.39976e-05,"B"
"10016","last.digit",4.39976e-05,"B"
"10017","latestSchoolNames",4.39976e-05,"B"
"10018","latlong2state",4.39976e-05,"B"
"10019","layer_bars",4.39976e-05,"B"
"10020","layer_conv_2d",4.39976e-05,"B"
"10021","layer_dense",4.39976e-05,"B"
"10022","layer_flatten",4.39976e-05,"B"
"10023","layer_max_pooling_2d",4.39976e-05,"B"
"10024","layer_points",4.39976e-05,"B"
"10025","layer_text",4.39976e-05,"B"
"10026","layersControlOptions",4.39976e-05,"B"
"10027","layout.fruchterman.reingold.grid",4.39976e-05,"B"
"10028","layout.unrooted",4.39976e-05,"B"
"10029","layout_circular",4.39976e-05,"B"
"10030","layout_fan",4.39976e-05,"B"
"10031","layout_in_circle",4.39976e-05,"B"
"10032","layout_on_sphere",4.39976e-05,"B"
"10033","layout_randomly",4.39976e-05,"B"
"10034","layout_with_fr",4.39976e-05,"B"
"10035","layout_with_kk",4.39976e-05,"B"
"10036","layoutDaylight",4.39976e-05,"B"
"10037","layoutEqualAngle",4.39976e-05,"B"
"10038","lbinom",4.39976e-05,"B"
"10039","lead",4.39976e-05,"B"
"10040","leading_edge",4.39976e-05,"B"
"10041","left_merge_inplace",4.39976e-05,"B"
"10042","legislators_to_array",4.39976e-05,"B"
"10043","legislators_to_coda",4.39976e-05,"B"
"10044","legtype",4.39976e-05,"B"
"10045","levelplot",4.39976e-05,"B"
"10046","lex_value",4.39976e-05,"B"
"10047","lf",4.39976e-05,"B"
"10048","lgb.prepare_rules",4.39976e-05,"B"
"10049","libmf",4.39976e-05,"B"
"10050","library.dynam",4.39976e-05,"B"
"10051","lift",4.39976e-05,"B"
"10052","likelihood",4.39976e-05,"B"
"10053","likesDataToDF",4.39976e-05,"B"
"10054","likesListToDF",4.39976e-05,"B"
"10055","limmaquickpca2go",4.39976e-05,"B"
"10056","linDA",4.39976e-05,"B"
"10057","line_to_points",4.39976e-05,"B"
"10058","linked_brush",4.39976e-05,"B"
"10059","list.batch",4.39976e-05,"B"
"10060","list.emojifonts",4.39976e-05,"B"
"10061","list.map",4.39976e-05,"B"
"10062","list.parse",4.39976e-05,"B"
"10063","list.parse2",4.39976e-05,"B"
"10064","list.parse3",4.39976e-05,"B"
"10065","list.save",4.39976e-05,"B"
"10066","list_parse2",4.39976e-05,"B"
"10067","list_repos",4.39976e-05,"B"
"10068","list_to_dataframe",4.39976e-05,"B"
"10069","list_trips",4.39976e-05,"B"
"10070","list2graph",4.39976e-05,"B"
"10071","liveplot",4.39976e-05,"B"
"10072","lm.fit",4.39976e-05,"B"
"10073","lm.ridge",4.39976e-05,"B"
"10074","load.emojifont",4.39976e-05,"B"
"10075","load_all",4.39976e-05,"B"
"10076","load_data",4.39976e-05,"B"
"10077","load_OrgDb",4.39976e-05,"B"
"10078","LoadArrayMask",4.39976e-05,"B"
"10079","loadBINdata",4.39976e-05,"B"
"10080","loadDb",4.39976e-05,"B"
"10081","loadedNamespaces",4.39976e-05,"B"
"10082","loadfonts",4.39976e-05,"B"
"10083","loadFunction",4.39976e-05,"B"
"10084","loadGOMap",4.39976e-05,"B"
"10085","loadICdata",4.39976e-05,"B"
"10086","loadings",4.39976e-05,"B"
"10087","loadMerged",4.39976e-05,"B"
"10088","loadPeak",4.39976e-05,"B"
"10089","loadTxDb",4.39976e-05,"B"
"10090","loadWorkbook",4.39976e-05,"B"
"10091","local.model",4.39976e-05,"B"
"10092","locale",4.39976e-05,"B"
"10093","localimages",4.39976e-05,"B"
"10094","location_builder_continuous",4.39976e-05,"B"
"10095","locator",4.39976e-05,"B"
"10096","lodint",4.39976e-05,"B"
"10097","loess",4.39976e-05,"B"
"10098","loess.control",4.39976e-05,"B"
"10099","loess.smooth",4.39976e-05,"B"
"10100","log.post.dens",4.39976e-05,"B"
"10101","logAccess",4.39976e-05,"B"
"10102","login",4.39976e-05,"B"
"10103","loginOutput",4.39976e-05,"B"
"10104","logit.loglk",4.39976e-05,"B"
"10105","logjs",4.39976e-05,"B"
"10106","logloss",4.39976e-05,"B"
"10107","logLoss",4.39976e-05,"B"
"10108","logsume",4.39976e-05,"B"
"10109","loop_func",4.39976e-05,"B"
"10110","loss",4.39976e-05,"B"
"10111","low_matrix",4.39976e-05,"B"
"10112","lrtest",4.39976e-05,"B"
"10113","m",4.39976e-05,"B"
"10114","m.density",4.39976e-05,"B"
"10115","mahalanobis",4.39976e-05,"B"
"10116","make.NegLogLik",4.39976e-05,"B"
"10117","make.transparent",4.39976e-05,"B"
"10118","make.unique",4.39976e-05,"B"
"10119","make_bbox",4.39976e-05,"B"
"10120","make_cohort_group",4.39976e-05,"B"
"10121","make_every_so_often",4.39976e-05,"B"
"10122","make_ga_4_req",4.39976e-05,"B"
"10123","make_graph",4.39976e-05,"B"
"10124","make_mvn",4.39976e-05,"B"
"10125","make_my_plot",4.39976e-05,"B"
"10126","make_my_table",4.39976e-05,"B"
"10127","make_R_source_file",4.39976e-05,"B"
"10128","make_Rcpp_sugar_file",4.39976e-05,"B"
"10129","make_repo",4.39976e-05,"B"
"10130","make_test_data",4.39976e-05,"B"
"10131","make_unipar",4.39976e-05,"B"
"10132","make_url",4.39976e-05,"B"
"10133","makeBids",4.39976e-05,"B"
"10134","makeColorRamp",4.39976e-05,"B"
"10135","makeDeck",4.39976e-05,"B"
"10136","makeDepGraph",4.39976e-05,"B"
"10137","makeExampleDESeqDataSet",4.39976e-05,"B"
"10138","makeFormula",4.39976e-05,"B"
"10139","makePairs",4.39976e-05,"B"
"10140","makeqtl",4.39976e-05,"B"
"10141","makeReactiveBinding",4.39976e-05,"B"
"10142","makeStripplot",4.39976e-05,"B"
"10143","makeThumb",4.39976e-05,"B"
"10144","makeX",4.39976e-05,"B"
"10145","manageSession",4.39976e-05,"B"
"10146","manhattan",4.39976e-05,"B"
"10147","manyboxplot",4.39976e-05,"B"
"10148","map_at",4.39976e-05,"B"
"10149","map_if",4.39976e-05,"B"
"10150","map_n",4.39976e-05,"B"
"10151","map_progress",4.39976e-05,"B"
"10152","map2_dbl",4.39976e-05,"B"
"10153","map2_df",4.39976e-05,"B"
"10154","map2_int",4.39976e-05,"B"
"10155","map2_lgl",4.39976e-05,"B"
"10156","map2SpatialPolygons",4.39976e-05,"B"
"10157","MapDF",4.39976e-05,"B"
"10158","mapIds",4.39976e-05,"B"
"10159","mapNames",4.39976e-05,"B"
"10160","mapStates",4.39976e-05,"B"
"10161","markdownToHTML",4.39976e-05,"B"
"10162","marker_names",4.39976e-05,"B"
"10163","markLineControl",4.39976e-05,"B"
"10164","markPointControl",4.39976e-05,"B"
"10165","mask",4.39976e-05,"B"
"10166","match.fun",4.39976e-05,"B"
"10167","matchBWT",4.39976e-05,"B"
"10168","matchNums",4.39976e-05,"B"
"10169","math_format",4.39976e-05,"B"
"10170","matlines",4.39976e-05,"B"
"10171","matplot",4.39976e-05,"B"
"10172","matrix2vector.phyDat",4.39976e-05,"B"
"10173","MatVar",4.39976e-05,"B"
"10174","max.pred",4.39976e-05,"B"
"10175","max_register",4.39976e-05,"B"
"10176","maxmind",4.39976e-05,"B"
"10177","MaxZoom",4.39976e-05,"B"
"10178","maybe_code",4.39976e-05,"B"
"10179","MCA",4.39976e-05,"B"
"10180","mccollect",4.39976e-05,"B"
"10181","mcexact",4.39976e-05,"B"
"10182","mcmapply",4.39976e-05,"B"
"10183","MCMCirtHier1d",4.39976e-05,"B"
"10184","md_data",4.39976e-05,"B"
"10185","md_dims",4.39976e-05,"B"
"10186","md_metrics",4.39976e-05,"B"
"10187","md_object",4.39976e-05,"B"
"10188","mdply",4.39976e-05,"B"
"10189","mean_lines",4.39976e-05,"B"
"10190","mean_x",4.39976e-05,"B"
"10191","mean_y",4.39976e-05,"B"
"10192","med",4.39976e-05,"B"
"10193","memoise",4.39976e-05,"B"
"10194","memtest",4.39976e-05,"B"
"10195","merge.AffyBatch",4.39976e-05,"B"
"10196","merge_phylo_anno.codeml_mlc",4.39976e-05,"B"
"10197","merge_phylo_anno.paml_rst",4.39976e-05,"B"
"10198","mergeCloseModules",4.39976e-05,"B"
"10199","mergeData",4.39976e-05,"B"
"10200","meshSim",4.39976e-05,"B"
"10201","Meta",4.39976e-05,"B"
"10202","metadata",4.39976e-05,"B"
"10203","method",4.39976e-05,"B"
"10204","metropolis.bivariate",4.39976e-05,"B"
"10205","metropolis.logit",4.39976e-05,"B"
"10206","metropolis.poisson",4.39976e-05,"B"
"10207","mf.cv",4.39976e-05,"B"
"10208","mgoSim",4.39976e-05,"B"
"10209","mi",4.39976e-05,"B"
"10210","mi.data.frame",4.39976e-05,"B"
"10211","mi.info",4.39976e-05,"B"
"10212","minDelay",4.39976e-05,"B"
"10213","minnwang_figs",4.39976e-05,"B"
"10214","minutes",4.39976e-05,"B"
"10215","MIPModel",4.39976e-05,"B"
"10216","missingArg",4.39976e-05,"B"
"10217","missmap",4.39976e-05,"B"
"10218","mixnorm_gen_funcs",4.39976e-05,"B"
"10219","mixnorm_ui",4.39976e-05,"B"
"10220","ml.logit",4.39976e-05,"B"
"10221","mma",4.39976e-05,"B"
"10222","model.loader",4.39976e-05,"B"
"10223","model_wrapper_from_list",4.39976e-05,"B"
"10224","modelSeason",4.39976e-05,"B"
"10225","modify_yaml",4.39976e-05,"B"
"10226","Module",4.39976e-05,"B"
"10227","moduleEigengenes",4.39976e-05,"B"
"10228","monadic_spatial_weights",4.39976e-05,"B"
"10229","mongo",4.39976e-05,"B"
"10230","mongo.bson.empty",4.39976e-05,"B"
"10231","mongo.bson.to.list",4.39976e-05,"B"
"10232","mongo.count",4.39976e-05,"B"
"10233","mongo.cursor.next",4.39976e-05,"B"
"10234","mongo.cursor.value",4.39976e-05,"B"
"10235","mongo.find",4.39976e-05,"B"
"10236","mongo.get.err",4.39976e-05,"B"
"10237","monkeylearn_extract",4.39976e-05,"B"
"10238","monthly",4.39976e-05,"B"
"10239","mosaicplot",4.39976e-05,"B"
"10240","mostXNames",4.39976e-05,"B"
"10241","mostXSingleNames",4.39976e-05,"B"
"10242","move",4.39976e-05,"B"
"10243","moveCars",4.39976e-05,"B"
"10244","movemarker",4.39976e-05,"B"
"10245","moves",4.39976e-05,"B"
"10246","movies_module_UI",4.39976e-05,"B"
"10247","movies_sample",4.39976e-05,"B"
"10248","movies_subset",4.39976e-05,"B"
"10249","movies_with_type",4.39976e-05,"B"
"10250","mqmaugment",4.39976e-05,"B"
"10251","mqmautocofactors",4.39976e-05,"B"
"10252","mqmextractmarkers",4.39976e-05,"B"
"10253","mqmgetmodel",4.39976e-05,"B"
"10254","mqmpermutation",4.39976e-05,"B"
"10255","mqmplot.circle",4.39976e-05,"B"
"10256","mqmplot.cistrans",4.39976e-05,"B"
"10257","mqmplot.cofactors",4.39976e-05,"B"
"10258","mqmplot.directedqtl",4.39976e-05,"B"
"10259","mqmplot.multitrait",4.39976e-05,"B"
"10260","mqmplot.permutations",4.39976e-05,"B"
"10261","mqmplot.singletrait",4.39976e-05,"B"
"10262","mqmprocesspermutation",4.39976e-05,"B"
"10263","mqmscan",4.39976e-05,"B"
"10264","mqmscanfdr",4.39976e-05,"B"
"10265","mqmsetcofactors",4.39976e-05,"B"
"10266","MRCA",4.39976e-05,"B"
"10267","mse",4.39976e-05,"B"
"10268","mst",4.39976e-05,"B"
"10269","multi_figs",4.39976e-05,"B"
"10270","multi_figs_examples",4.39976e-05,"B"
"10271","multi_selectUI",4.39976e-05,"B"
"10272","MulticoreParam",4.39976e-05,"B"
"10273","multifile_matrix",4.39976e-05,"B"
"10274","multinom",4.39976e-05,"B"
"10275","multiply_spots",4.39976e-05,"B"
"10276","mutate_",4.39976e-05,"B"
"10277","mutate_each",4.39976e-05,"B"
"10278","mutinformation",4.39976e-05,"B"
"10279","mx.mlp",4.39976e-05,"B"
"10280","my.f2cnt",4.39976e-05,"B"
"10281","my.f3cnt",4.39976e-05,"B"
"10282","my.factorial",4.39976e-05,"B"
"10283","my_data",4.39976e-05,"B"
"10284","my_data_citation",4.39976e-05,"B"
"10285","my_data_citation_term",4.39976e-05,"B"
"10286","my_data_citation_term_top_cited",4.39976e-05,"B"
"10287","my_data_term",4.39976e-05,"B"
"10288","my_exp1",4.39976e-05,"B"
"10289","my_lift",4.39976e-05,"B"
"10290","my_ploteQTL",4.39976e-05,"B"
"10291","my_plotGenetpattern",4.39976e-05,"B"
"10292","my_plottrans.LDA",4.39976e-05,"B"
"10293","my_plottrans.PCA",4.39976e-05,"B"
"10294","my_repos",4.39976e-05,"B"
"10295","my_write_csv",4.39976e-05,"B"
"10296","myApply",4.39976e-05,"B"
"10297","mycol",4.39976e-05,"B"
"10298","myDataTable",4.39976e-05,"B"
"10299","myDept",4.39976e-05,"B"
"10300","myIcaPlot",4.39976e-05,"B"
"10301","mypar",4.39976e-05,"B"
"10302","myplclust",4.39976e-05,"B"
"10303","myplot_formal",4.39976e-05,"B"
"10304","myplot_formal_trace",4.39976e-05,"B"
"10305","myplotgeno",4.39976e-05,"B"
"10306","myplotgeno.eh",4.39976e-05,"B"
"10307","mysql_getData",4.39976e-05,"B"
"10308","n_cases",4.39976e-05,"B"
"10309","n_col",4.39976e-05,"B"
"10310","n_escape",4.39976e-05,"B"
"10311","n_traces",4.39976e-05,"B"
"10312","na.locf",4.39976e-05,"B"
"10313","naiveBayes",4.39976e-05,"B"
"10314","nearZeroVar",4.39976e-05,"B"
"10315","neighborhood",4.39976e-05,"B"
"10316","neighbors",4.39976e-05,"B"
"10317","net.calculate.attractive",4.39976e-05,"B"
"10318","net.calculate.repulsive",4.39976e-05,"B"
"10319","net.fix",4.39976e-05,"B"
"10320","net.plot",4.39976e-05,"B"
"10321","net.update.positions",4.39976e-05,"B"
"10322","netplot",4.39976e-05,"B"
"10323","network.extract",4.39976e-05,"B"
"10324","network.vertex.names",4.39976e-05,"B"
"10325","networkDynamic",4.39976e-05,"B"
"10326","new_context",4.39976e-05,"B"
"10327","new_coords",4.39976e-05,"B"
"10328","new_df",4.39976e-05,"B"
"10329","new_function",4.39976e-05,"B"
"10330","new_tour",4.39976e-05,"B"
"10331","newbib",4.39976e-05,"B"
"10332","newLines",4.39976e-05,"B"
"10333","newsDataToDF",4.39976e-05,"B"
"10334","newton.mix",4.39976e-05,"B"
"10335","nLL",4.39976e-05,"B"
"10336","nmar",4.39976e-05,"B"
"10337","nmissing",4.39976e-05,"B"
"10338","nnls",4.39976e-05,"B"
"10339","Nnode",4.39976e-05,"B"
"10340","Nnode2",4.39976e-05,"B"
"10341","no_na",4.39976e-05,"B"
"10342","nodeDensity",4.39976e-05,"B"
"10343","nodeid.gg",4.39976e-05,"B"
"10344","nodeid.tree",4.39976e-05,"B"
"10345","nodeids",4.39976e-05,"B"
"10346","nodeIds",4.39976e-05,"B"
"10347","nodelabels",4.39976e-05,"B"
"10348","nofalljudge",4.39976e-05,"B"
"10349","nonzero_var",4.39976e-05,"B"
"10350","nonzero_var_internal",4.39976e-05,"B"
"10351","norm_coords",4.39976e-05,"B"
"10352","norm_gen_funcs",4.39976e-05,"B"
"10353","norm_ui",4.39976e-05,"B"
"10354","normalize.item.params",4.39976e-05,"B"
"10355","normalize.quantiles",4.39976e-05,"B"
"10356","normalize.theta",4.39976e-05,"B"
"10357","normalize_chars",4.39976e-05,"B"
"10358","normalizeBetweenArrays",4.39976e-05,"B"
"10359","normalized",4.39976e-05,"B"
"10360","normalized_ES",4.39976e-05,"B"
"10361","normDat",4.39976e-05,"B"
"10362","notificationItem",4.39976e-05,"B"
"10363","nPlot",4.39976e-05,"B"
"10364","nqrank",4.39976e-05,"B"
"10365","NROW",4.39976e-05,"B"
"10366","nsidc_scrape",4.39976e-05,"B"
"10367","ntim",4.39976e-05,"B"
"10368","Ntip",4.39976e-05,"B"
"10369","ntyped",4.39976e-05,"B"
"10370","null1",4.39976e-05,"B"
"10371","null2",4.39976e-05,"B"
"10372","null3",4.39976e-05,"B"
"10373","null4",4.39976e-05,"B"
"10374","num",4.39976e-05,"B"
"10375","num.sv",4.39976e-05,"B"
"10376","number",4.39976e-05,"B"
"10377","numberOfDays",4.39976e-05,"B"
"10378","numbers2colors",4.39976e-05,"B"
"10379","o_curves",4.39976e-05,"B"
"10380","obj3",4.39976e-05,"B"
"10381","ocr",4.39976e-05,"B"
"10382","ocr_data",4.39976e-05,"B"
"10383","odbcClose",4.39976e-05,"B"
"10384","odbcConnect",4.39976e-05,"B"
"10385","odTest",4.39976e-05,"B"
"10386","of_landings",4.39976e-05,"B"
"10387","of_species_codes",4.39976e-05,"B"
"10388","ogrDeleteDataSource",4.39976e-05,"B"
"10389","ogrDeleteLayer",4.39976e-05,"B"
"10390","ogrDrivers",4.39976e-05,"B"
"10391","ogrFIDs",4.39976e-05,"B"
"10392","ogrInfo",4.39976e-05,"B"
"10393","OGRSpatialRef",4.39976e-05,"B"
"10394","ohe",4.39976e-05,"B"
"10395","ols",4.39976e-05,"B"
"10396","omitdiag",4.39976e-05,"B"
"10397","onBookmark",4.39976e-05,"B"
"10398","onclick",4.39976e-05,"B"
"10399","oncoPrint",4.39976e-05,"B"
"10400","one_run_phi",4.39976e-05,"B"
"10401","one_run_phi_moran",4.39976e-05,"B"
"10402","one_run_theta_moran",4.39976e-05,"B"
"10403","one_run_theta_wz",4.39976e-05,"B"
"10404","one_sample",4.39976e-05,"B"
"10405","onefile_views",4.39976e-05,"B"
"10406","onRestore",4.39976e-05,"B"
"10407","open3d",4.39976e-05,"B"
"10408","openmap",4.39976e-05,"B"
"10409","optimal.spacing",4.39976e-05,"B"
"10410","Optimize",4.39976e-05,"B"
"10411","optspacing",4.39976e-05,"B"
"10412","oranges",4.39976e-05,"B"
"10413","ordered",4.39976e-05,"B"
"10414","orderMarkers",4.39976e-05,"B"
"10415","orderMEs",4.39976e-05,"B"
"10416","organismMapper",4.39976e-05,"B"
"10417","ORlikelihood",4.39976e-05,"B"
"10418","overjudge",4.39976e-05,"B"
"10419","overlap",4.39976e-05,"B"
"10420","overlap_ratio",4.39976e-05,"B"
"10421","overWriteTable",4.39976e-05,"B"
"10422","p.density",4.39976e-05,"B"
"10423","p_viz",4.39976e-05,"B"
"10424","packageData",4.39976e-05,"B"
"10425","packages",4.39976e-05,"B"
"10426","packageStream",4.39976e-05,"B"
"10427","pad.Vector",4.39976e-05,"B"
"10428","page_rank",4.39976e-05,"B"
"10429","pageDataToDF",4.39976e-05,"B"
"10430","pair_corr",4.39976e-05,"B"
"10431","pairs.panels",4.39976e-05,"B"
"10432","pal_lancet",4.39976e-05,"B"
"10433","palf",4.39976e-05,"B"
"10434","par_roll_lm",4.39976e-05,"B"
"10435","par3d",4.39976e-05,"B"
"10436","parallelLapply",4.39976e-05,"B"
"10437","parallelStartSocket",4.39976e-05,"B"
"10438","parallelStop",4.39976e-05,"B"
"10439","param_check",4.39976e-05,"B"
"10440","param_combs",4.39976e-05,"B"
"10441","param_combs_corr",4.39976e-05,"B"
"10442","param_combs_jg",4.39976e-05,"B"
"10443","ParameterInitializer",4.39976e-05,"B"
"10444","parApply",4.39976e-05,"B"
"10445","parasim",4.39976e-05,"B"
"10446","parCapply",4.39976e-05,"B"
"10447","parcoords",4.39976e-05,"B"
"10448","parent.env",4.39976e-05,"B"
"10449","parLapply",4.39976e-05,"B"
"10450","parSapply",4.39976e-05,"B"
"10451","parse.arguments",4.39976e-05,"B"
"10452","parse.mid",4.39976e-05,"B"
"10453","parse_changes",4.39976e-05,"B"
"10454","parse_date",4.39976e-05,"B"
"10455","parse_double",4.39976e-05,"B"
"10456","parse_news_md",4.39976e-05,"B"
"10457","parse_number",4.39976e-05,"B"
"10458","parse_string",4.39976e-05,"B"
"10459","parse_targetPeak_Param",4.39976e-05,"B"
"10460","parse_urls",4.39976e-05,"B"
"10461","parsed_content",4.39976e-05,"B"
"10462","parseDefns",4.39976e-05,"B"
"10463","parseMongo",4.39976e-05,"B"
"10464","parseYahooLoc",4.39976e-05,"B"
"10465","passwordInput",4.39976e-05,"B"
"10466","paster",4.39976e-05,"B"
"10467","path",4.39976e-05,"B"
"10468","path_desktop",4.39976e-05,"B"
"10469","path_ext_remove",4.39976e-05,"B"
"10470","path_file",4.39976e-05,"B"
"10471","path_home",4.39976e-05,"B"
"10472","pathview",4.39976e-05,"B"
"10473","pathwayGraph",4.39976e-05,"B"
"10474","pathways",4.39976e-05,"B"
"10475","pblapply",4.39976e-05,"B"
"10476","pbltest",4.39976e-05,"B"
"10477","PCA",4.39976e-05,"B"
"10478","pcaplot",4.39976e-05,"B"
"10479","pcaplot3d",4.39976e-05,"B"
"10480","pcascree",4.39976e-05,"B"
"10481","peak2DF",4.39976e-05,"B"
"10482","peakDF2GRanges",4.39976e-05,"B"
"10483","peakHeatmap.internal",4.39976e-05,"B"
"10484","peakHeatmap.internal2",4.39976e-05,"B"
"10485","peel",4.39976e-05,"B"
"10486","PercChange",4.39976e-05,"B"
"10487","percents.explained",4.39976e-05,"B"
"10488","period_f",4.39976e-05,"B"
"10489","period_function_generator",4.39976e-05,"B"
"10490","perm.geneList",4.39976e-05,"B"
"10491","perm.gseaEScore",4.39976e-05,"B"
"10492","persp3d",4.39976e-05,"B"
"10493","pFtest",4.39976e-05,"B"
"10494","pgmm",4.39976e-05,"B"
"10495","phantom",4.39976e-05,"B"
"10496","pheatmap",4.39976e-05,"B"
"10497","phenoData",4.39976e-05,"B"
"10498","phylo_merge_check",4.39976e-05,"B"
"10499","phyper",4.39976e-05,"B"
"10500","phytools_reroot",4.39976e-05,"B"
"10501","pick",4.39976e-05,"B"
"10502","pickBINdata",4.39976e-05,"B"
"10503","picker",4.39976e-05,"B"
"10504","pickSoftThreshold",4.39976e-05,"B"
"10505","pie3D",4.39976e-05,"B"
"10506","pipe",4.39976e-05,"B"
"10507","pivot_data",4.39976e-05,"B"
"10508","pivot_ga4",4.39976e-05,"B"
"10509","pivot_object",4.39976e-05,"B"
"10510","pkgData",4.39976e-05,"B"
"10511","pkgStream",4.39976e-05,"B"
"10512","plan_analyses",4.39976e-05,"B"
"10513","plasma",4.39976e-05,"B"
"10514","play",4.39976e-05,"B"
"10515","play500",4.39976e-05,"B"
"10516","playConnectFour",4.39976e-05,"B"
"10517","plot.data",4.39976e-05,"B"
"10518","plot.geno",4.39976e-05,"B"
"10519","plot.igraph",4.39976e-05,"B"
"10520","plot.info",4.39976e-05,"B"
"10521","plot.map",4.39976e-05,"B"
"10522","plot.missing",4.39976e-05,"B"
"10523","plot.pheno",4.39976e-05,"B"
"10524","plot.pxg",4.39976e-05,"B"
"10525","plot.rf",4.39976e-05,"B"
"10526","plot.tests",4.39976e-05,"B"
"10527","plot.variable",4.39976e-05,"B"
"10528","plot.venn",4.39976e-05,"B"
"10529","plot.window",4.39976e-05,"B"
"10530","plot_cts_ancestor",4.39976e-05,"B"
"10531","plot_data",4.39976e-05,"B"
"10532","plot_date_data",4.39976e-05,"B"
"10533","plot_entities",4.39976e-05,"B"
"10534","plot_fsrnbrcurve",4.39976e-05,"B"
"10535","plot_git_commits",4.39976e-05,"B"
"10536","plot_git_commits_helper",4.39976e-05,"B"
"10537","plot_ind",4.39976e-05,"B"
"10538","plot_it",4.39976e-05,"B"
"10539","plot_jpeg",4.39976e-05,"B"
"10540","plot_ks",4.39976e-05,"B"
"10541","plot_me",4.39976e-05,"B"
"10542","plot_scatter",4.39976e-05,"B"
"10543","plotAgeBump",4.39976e-05,"B"
"10544","plotAgeDot",4.39976e-05,"B"
"10545","plotAnnoBar.data.frame",4.39976e-05,"B"
"10546","plotAnnoPie.csAnno",4.39976e-05,"B"
"10547","plotAsWeBreaks",4.39976e-05,"B"
"10548","plotAvgProf.internal",4.39976e-05,"B"
"10549","plotBCV",4.39976e-05,"B"
"10550","plotBioMatrix",4.39976e-05,"B"
"10551","plotBioNetCircos",4.39976e-05,"B"
"10552","PlotBorderMap",4.39976e-05,"B"
"10553","plotbyAgeGroup",4.39976e-05,"B"
"10554","plotCat",4.39976e-05,"B"
"10555","plotDendroAndColors",4.39976e-05,"B"
"10556","plotDispEsts",4.39976e-05,"B"
"10557","plotDistToTSS.data.frame",4.39976e-05,"B"
"10558","plotEigengeneNetworks",4.39976e-05,"B"
"10559","plotEvents",4.39976e-05,"B"
"10560","plotFaculties",4.39976e-05,"B"
"10561","plotFirearmPer",4.39976e-05,"B"
