"","autor","funkcja","pakiet"
"21191","Alex Pickering","pData",NA
"21192","Alex Pickering","reactive",NA
"21193","Alex Pickering","reactiveValues",NA
"21194","Alex Pickering","renderDataTable",NA
"21195","Alex Pickering","replaceData",NA
"21196","Alex Pickering","runGadget",NA
"21197","Alex Pickering","sampleNames",NA
"21198","Alex Pickering","select_sources",NA
"21199","Alex Pickering","selectInput",NA
"21200","Alex Pickering","selectizeInput",NA
"21201","Alex Pickering","unname","package:base"
"21202","Alex Pickering","min","package:base"
"21203","Alex Pickering","order","package:base"
"21204","Alex Pickering","prod","package:base"
"21205","Alex Pickering","readRDS","package:base"
"21206","Alex Pickering","Reduce","package:base"
"21207","Alex Pickering","replicate","package:base"
"21208","Alex Pickering","requireNamespace","package:base"
"21209","Alex Pickering","rownames","package:base"
"21210","Alex Pickering","sample.int","package:base"
"21211","Alex Pickering","model.matrix","package:stats"
"21212","Alex Pickering","na.omit","package:stats"
"21213","Alex Pickering","p.adjust","package:stats"
"21214","Alex Pickering","quantile","package:stats"
"21215","Alex Pickering","sd","package:stats"
"21216","Alex Pickering","legend","package:graphics"
"21217","Alex Pickering","par","package:graphics"
"21218","Alex Pickering","tail","package:utils"
"21219","Alex Pickering","setequal","package:base"
"21220","Alex Pickering","select",NA
"21221","Alex Pickering","selectRows",NA
"21222","Alex Pickering","shinyApp",NA
"21223","Alex Pickering","stopApp",NA
"21224","Alex Pickering","style",NA
"21225","Alex Pickering","textInput",NA
"21226","Alex Pickering","updateSelectInput",NA
"21227","Alex Pickering","updateSelectizeInput",NA
"21228","Alex Pickering","updateTextInput",NA
"21229","Alex Pickering","scale","package:base"
"21230","Alex Pickering","set.seed","package:base"
"21231","Alex Pickering","sqrt","package:base"
"21232","Alex Pickering","stopifnot","package:base"
"21233","Alex Pickering","substr","package:base"
"21234","Alex Pickering","table","package:base"
"21235","Alex Pickering","tapply","package:base"
"21236","Alex Pickering","tryCatch","package:base"
"21237","Alex Pickering","which","package:base"
"21238","Alex Pickering","which.min","package:base"
"21239","Alex Pickering","brewer.pal",NA
"21240","Jose M","c","package:base"
"21241","Jose M","gc","package:base"
"21242","Jose M","length","package:base"
"21243","Jose M","write.table","package:utils"
"21244","Jose M","GRanges",NA
"21245","Jose M","IRanges",NA
"21246","Jose M","list","package:base"
"21247","Jose M","max","package:base"
"21248","Jose M","rep","package:base"
"21249","Jose M","return","package:base"
"21250","Jose M","rm","package:base"
"21251","Jose M","ppois","package:stats"
"21252","Jose M","LoadBinCSAR",NA
"21253","Jose M","Rle",NA
"21254","Jose M","seqlengths",NA
"21255","Jose M","sigWin_chr",NA
"21256","Jose M","values",NA
"21257","Jose M","round","package:base"
"21258","Jose M","unlink","package:base"
"21259","Jose M","message","package:base"
"21260","Jose M","names",".GlobalEnv"
"21261","Jose M","nrow","package:base"
"21262","Jose M","paste","package:base"
"21263","Jose M","seq_len","package:base"
"21264","Jose M","split","package:base"
"21265","Jose M","stop","package:base"
"21266","Jose M","sum","package:base"
"21267","Jose M","unique","package:base"
"21268","Jose M","vector","package:base"
"21269","Jose M","writeBin","package:base"
"21270","Jose M","intersect","package:base"
"21271","Jose M","pos2Nhits",NA
"21272","Jose M","setdiff","package:base"
"21273","Aaron Lun","all","package:base"
"21274","Aaron Lun","any","package:base"
"21275","Aaron Lun",".activeChrs",NA
"21276","Aaron Lun",".coerceFragments",NA
"21277","Aaron Lun","as.integer","package:base"
"21278","Aaron Lun","cbind","package:base"
"21279","Aaron Lun","do.call","package:base"
"21280","Aaron Lun","floor","package:base"
"21281","Aaron Lun","ifelse","package:base"
"21282","Aaron Lun","p.adjust","package:stats"
"21283","Aaron Lun",".collateExt",NA
"21284","Aaron Lun",".decideStrand",NA
"21285","Aaron Lun",".extendSE",NA
"21286","Aaron Lun",".formatColData",NA
"21287","Aaron Lun",".getPairedEnd",NA
"21288","Aaron Lun","integer","package:base"
"21289","Aaron Lun","is.logical","package:base"
"21290","Aaron Lun","length","package:base"
"21291","Aaron Lun","list","package:base"
"21292","Aaron Lun","matrix","package:base"
"21293","Aaron Lun","mean","package:base"
"21294","Aaron Lun","min","package:base"
"21295","Aaron Lun","names",".GlobalEnv"
"21296","Aaron Lun","pmax","package:base"
"21297","Aaron Lun","pmin","package:base"
"21298","Aaron Lun","rep","package:base"
"21299","Aaron Lun","return","package:base"
"21300","Aaron Lun","rowSums","package:base"
"21301","Aaron Lun","seq_along","package:base"
"21302","Aaron Lun","seq_len","package:base"
"21303","Aaron Lun","stop","package:base"
"21304","Aaron Lun","suppressWarnings","package:base"
"21305","Aaron Lun","vector","package:base"
"21306","Aaron Lun","which","package:base"
"21307","Aaron Lun","split","package:base"
"21308","Aaron Lun","sum","package:base"
"21309","Aaron Lun","t","package:base"
"21310","Aaron Lun","unlist","package:base"
"21311","Aaron Lun","warning","package:base"
"21312","Aaron Lun","callNextMethod","package:methods"
"21313","Aaron Lun","new","package:methods"
"21314","Aaron Lun",".getSingleEnd",NA
"21315","Aaron Lun","bpmapply",NA
"21316","Aaron Lun","GRanges",NA
"21317","Aaron Lun","IRanges",NA
"21318","Aaron Lun","readParam",NA
"21319","Aaron Lun","seqlengths",NA
"21320","Aaron Lun","seqlevels",NA
"21321","Aaron Lun","SimpleList",NA
"21322","Aaron Lun","strand",NA
"21323","Aaron Lun","SummarizedExperiment",NA
"21324","Aaron Lun","which.max","package:base"
"21325","Aaron Lun","end","package:stats"
"21326","Aaron Lun","median","package:stats"
"21327","Aaron Lun","start","package:stats"
"21328","Aaron Lun","representation","package:methods"
"21329","Aaron Lun","setClass","package:methods"
"21330","Aaron Lun","setGeneric","package:methods"
"21331","Aaron Lun","setMethod","package:methods"
"21332","Aaron Lun","setValidity","package:methods"
"21333","Aaron Lun","select",NA
"21334","Aaron Lun","signature","package:methods"
"21335","Aaron Lun","slot","package:methods"
"21336","Aaron Lun","slotNames","package:methods"
"21337","Aaron Lun","validObject","package:methods"
"21338","Chandler Zuo",".Call","package:base"
"21339","Chandler Zuo","abs","package:base"
"21340","Chandler Zuo","as.character","package:base"
"21341","Chandler Zuo","read.table","package:utils"
"21342","Chandler Zuo","bindcount.chr",NA
"21343","Chandler Zuo","dataFrameToList",NA
"21344","Chandler Zuo","as.double","package:base"
"21345","Chandler Zuo","as.integer","package:base"
"21346","Chandler Zuo","as.list","package:base"
"21347","Chandler Zuo","as.numeric","package:base"
"21348","Chandler Zuo","c","package:base"
"21349","Chandler Zuo","cbind","package:base"
"21350","Chandler Zuo","new","package:methods"
"21351","Chandler Zuo","na.omit","package:stats"
"21352","Chandler Zuo","peakcount.chr",NA
"21353","Chandler Zuo",".gridM",NA
"21354","Chandler Zuo",".gridM0",NA
"21355","Chandler Zuo",".gridMGC",NA
"21356","Chandler Zuo",".gridMGC0",NA
"21357","Chandler Zuo","class","package:base"
"21358","Chandler Zuo","data.frame","package:base"
"21359","Chandler Zuo","file.exists","package:base"
"21360","Chandler Zuo","is.null","package:base"
"21361","Chandler Zuo","length","package:base"
"21362","Chandler Zuo","max","package:base"
"21363","Chandler Zuo","message","package:base"
"21364","Chandler Zuo","min","package:base"
"21365","Chandler Zuo","names",".GlobalEnv"
"21366","Chandler Zuo","ncol","package:base"
"21367","Chandler Zuo","nrow","package:base"
"21368","Chandler Zuo","paste","package:base"
"21369","Chandler Zuo","rbind","package:base"
"21370","Chandler Zuo","rep","package:base"
"21371","Chandler Zuo","return","package:base"
"21372","Chandler Zuo","sample","package:base"
"21373","Chandler Zuo","seq_along","package:base"
"21374","Chandler Zuo","stop","package:base"
"21375","Chandler Zuo","sum","package:base"
"21376","Chandler Zuo","unique","package:base"
"21377","Chandler Zuo","which","package:base"
"21378","Chandler Zuo","seq","package:base"
"21379","Chandler Zuo","seq_len","package:base"
"21380","Chandler Zuo","setGeneric","package:methods"
"21381","Chandler Zuo","setMethod","package:methods"
"21382","Chandler Zuo",".nonpaFit",NA
"21383","Chandler Zuo","bs",NA
"21384","Chandler Zuo","set.seed","package:base"
"21385","Chandler Zuo","sort","package:base"
"21386","Chandler Zuo","sqrt","package:base"
"21387","Chandler Zuo","standardGeneric","package:base"
"21388","Chandler Zuo","Sys.time","package:base"
"21389","Chandler Zuo","t","package:base"
"21390","Chandler Zuo","which.min","package:base"
"21391","Chandler Zuo","pgamma","package:stats"
"21392","Chandler Zuo","pnbinom","package:stats"
"21393","Chandler Zuo","qgamma","package:stats"
"21394","Chandler Zuo","qnbinom","package:stats"
"21395","Chandler Zuo","rbinom","package:stats"
"21396","Chandler Zuo",".rmultinom",NA
"21397","Chandler Zuo","showClass","package:methods"
"21398","Chandler Zuo","rgamma","package:stats"
"21399","Chandler Zuo","rpois","package:stats"
"21400","Chandler Zuo","runif","package:stats"
"21401","Chandler Zuo","weighted.mean","package:stats"
"21402","Antoine Lucas",".packages","package:base"
"21403","Antoine Lucas","require","package:base"
"21404","Antoine Lucas","as.integer","package:base"
"21405","Antoine Lucas","read.table","package:utils"
"21406","Antoine Lucas","r2xcluster",NA
"21407","Antoine Lucas","xcluster2r",NA
"21408","Antoine Lucas","c","package:base"
"21409","Antoine Lucas","cbind","package:base"
"21410","Antoine Lucas","class","package:base"
"21411","Antoine Lucas","cummax","package:base"
"21412","Antoine Lucas","length","package:base"
"21413","Antoine Lucas","list","package:base"
"21414","Antoine Lucas","r2cdt",NA
"21415","Antoine Lucas","r2gtr",NA
"21416","Antoine Lucas","nchar","package:base"
"21417","Antoine Lucas","paste","package:base"
"21418","Antoine Lucas","rm","package:base"
"21419","Antoine Lucas","substr","package:base"
"21420","Antoine Lucas","t","package:base"
"21421","Antoine Lucas","dist","package:stats"
"21422","Antoine Lucas","hclust","package:stats"
"21423","Antoine Lucas","putparenthesis",NA
"21424","Carles Hernandez-Ferrer","c","package:base"
"21425","Carles Hernandez-Ferrer","character","package:base"
"21426","Carles Hernandez-Ferrer","colnames","package:base"
"21427","Carles Hernandez-Ferrer","read.delim","package:utils"
"21428","Carles Hernandez-Ferrer","DataFrame",NA
"21429","Carles Hernandez-Ferrer","download_ctd_genes",NA
"21430","Carles Hernandez-Ferrer","length","package:base"
"21431","Carles Hernandez-Ferrer","message","package:base"
"21432","Carles Hernandez-Ferrer","nrow","package:base"
"21433","Carles Hernandez-Ferrer","rbind","package:base"
"21434","Carles Hernandez-Ferrer","return","package:base"
"21435","Carles Hernandez-Ferrer","rm","package:base"
"21436","Carles Hernandez-Ferrer","new","package:methods"
"21437","Carles Hernandez-Ferrer","quantile","package:stats"
"21438","Carles Hernandez-Ferrer","standardGeneric","package:base"
"21439","Carles Hernandez-Ferrer","download_url",NA
"21440","Carles Hernandez-Ferrer","get_ctd_url",NA
"21441","Carles Hernandez-Ferrer","load_ctd_gene",NA
"21442","Carles Hernandez-Ferrer","prepare_ctd_gene",NA
"21443","Carles Hernandez-Ferrer","stringdist",NA
"21444","Carles Hernandez-Ferrer","stop","package:base"
"21445","Carles Hernandez-Ferrer","toupper","package:base"
"21446","Carles Hernandez-Ferrer","warning","package:base"
"21447","Carles Hernandez-Ferrer","rownames","package:base"
"21448","Carles Hernandez-Ferrer","which","package:base"
"21449","Carles Hernandez-Ferrer","representation","package:methods"
"21450","Carles Hernandez-Ferrer","setClass","package:methods"
"21451","Carles Hernandez-Ferrer","ggplot",NA
"21452","Carles Hernandez-Ferrer","ggplot_build",NA
"21453","Carles Hernandez-Ferrer","ggplot_gtable",NA
"21454","Carles Hernandez-Ferrer","ggtitle",NA
"21455","Carles Hernandez-Ferrer","grid.arrange",NA
"21456","Carles Hernandez-Ferrer","scale_x_continuous",NA
"21457","Carles Hernandez-Ferrer","scale_y_continuous",NA
"21458","Carles Hernandez-Ferrer","scale_y_reverse",NA
"21459","Carles Hernandez-Ferrer","theme",NA
"21460","Carles Hernandez-Ferrer","unit",NA
"21461","Carles Hernandez-Ferrer","xlab",NA
"21462","Carles Hernandez-Ferrer","ylab",NA
"21463","Carles Hernandez-Ferrer","str_replace",NA
"21464","Michal Sharabi-Schwager","apply","package:base"
"21465","Michal Sharabi-Schwager","as.data.frame","package:base"
"21466","Michal Sharabi-Schwager","c","package:base"
"21467","Michal Sharabi-Schwager","read.delim","package:utils"
"21468","Michal Sharabi-Schwager","aes_string",NA
"21469","Michal Sharabi-Schwager","geom_line",NA
"21470","Michal Sharabi-Schwager","cbind","package:base"
"21471","Michal Sharabi-Schwager","grep","package:base"
"21472","Michal Sharabi-Schwager","is.list","package:base"
"21473","Michal Sharabi-Schwager","lapply","package:base"
"21474","Michal Sharabi-Schwager","list","package:base"
"21475","Michal Sharabi-Schwager","min","package:base"
"21476","Michal Sharabi-Schwager","chisq.test","package:stats"
"21477","Michal Sharabi-Schwager","ggplot",NA
"21478","Michal Sharabi-Schwager","labs",NA
"21479","Michal Sharabi-Schwager","melt",NA
"21480","Michal Sharabi-Schwager","theme",NA
"21481","Michal Sharabi-Schwager","mainPanel",NA
"21482","Michal Sharabi-Schwager","names",".GlobalEnv"
"21483","Michal Sharabi-Schwager","return","package:base"
"21484","Michal Sharabi-Schwager","scale","package:base"
"21485","Michal Sharabi-Schwager","seq","package:base"
"21486","Michal Sharabi-Schwager","stop","package:base"
"21487","Michal Sharabi-Schwager","sum","package:base"
"21488","Michal Sharabi-Schwager","t","package:base"
"21489","Michal Sharabi-Schwager","table","package:base"
"21490","Michal Sharabi-Schwager","unlist","package:base"
"21491","Michal Sharabi-Schwager","which","package:base"
"21492","Michal Sharabi-Schwager","set.seed","package:base"
"21493","Michal Sharabi-Schwager","unique","package:base"
"21494","Michal Sharabi-Schwager","structure","package:base"
"21495","Michal Sharabi-Schwager","observe",NA
"21496","Michal Sharabi-Schwager","pageWithSidebar",NA
"21497","Michal Sharabi-Schwager","PlotIndexesClust",NA
"21498","Michal Sharabi-Schwager","plotOutput",NA
"21499","Michal Sharabi-Schwager","PreparingTheIndexes",NA
"21500","Michal Sharabi-Schwager","reactive",NA
"21501","Michal Sharabi-Schwager","renderDataTable",NA
"21502","Michal Sharabi-Schwager","renderPlot",NA
"21503","Michal Sharabi-Schwager","renderUI",NA
"21504","Michal Sharabi-Schwager","selectInput",NA
"21505","Michal Sharabi-Schwager","shinyApp",NA
"21506","Michal Sharabi-Schwager","sidebarPanel",NA
"21507","Michal Sharabi-Schwager","sliderInput",NA
"21508","Michal Sharabi-Schwager","tabPanel",NA
"21509","Michal Sharabi-Schwager","tabsetPanel",NA
"21510","Michal Sharabi-Schwager","uiOutput",NA
"21511","Michal Sharabi-Schwager","TstCutoff",NA
"21512","L. Goff","apply","package:base"
"21513","L. Goff","attr","package:base"
"21514","L. Goff","class","package:base"
"21515","L. Goff","write.table","package:utils"
"21516","L. Goff","aes",NA
"21517","L. Goff","aes_string",NA
"21518","L. Goff","colnames","package:base"
"21519","L. Goff","data.frame","package:base"
"21520","L. Goff","diag","package:base"
"21521","L. Goff","diff","package:base"
"21522","L. Goff","dim","package:base"
"21523","L. Goff","do.call","package:base"
"21524","L. Goff","setMethod","package:methods"
"21525","L. Goff","as.dist","package:stats"
"21526","L. Goff","defaults",NA
"21527","L. Goff","facet_grid",NA
"21528","L. Goff","geom_hex",NA
"21529","L. Goff","geom_point",NA
"21530","L. Goff","ggplot",NA
"21531","L. Goff","expand.grid","package:base"
"21532","L. Goff","factor","package:base"
"21533","L. Goff","is.na","package:base"
"21534","L. Goff","lapply","package:base"
"21535","L. Goff","log10","package:base"
"21536","L. Goff","log2","package:base"
"21537","L. Goff","matrix","package:base"
"21538","L. Goff","max","package:base"
"21539","L. Goff","min","package:base"
"21540","L. Goff","names",".GlobalEnv"
"21541","L. Goff","ncol","package:base"
"21542","L. Goff","nrow","package:base"
"21543","L. Goff","paste","package:base"
"21544","L. Goff","range","package:base"
"21545","L. Goff","require","package:base"
"21546","L. Goff","return","package:base"
"21547","L. Goff","rownames","package:base"
"21548","L. Goff","sapply","package:base"
"21549","L. Goff","sqrt","package:base"
"21550","L. Goff","subset","package:base"
"21551","L. Goff","sum","package:base"
"21552","L. Goff","t","package:base"
"21553","L. Goff","merge","package:base"
"21554","L. Goff","missing","package:base"
"21555","L. Goff","callNextMethod","package:methods"
"21556","L. Goff","new","package:methods"
"21557","L. Goff","JSdistFromP",NA
"21558","L. Goff","JSdistVec",NA
"21559","L. Goff","makeprobs",NA
"21560","L. Goff","shannon.entropy",NA
"21561","L. Goff","stat_density",NA
"21562","L. Goff","toJSON",NA
"21563","L. Goff","geom_line",NA
"21564","L. Goff","getGene",NA
"21565","L. Goff","getGeneId",NA
"21566","L. Goff","getGenes",NA
"21567","L. Goff","getLevels",NA
"21568","L. Goff","GRanges",NA
"21569","L. Goff","guides",NA
"21570","L. Goff","IRanges",NA
"21571","L. Goff","JSdist",NA
"21572","L. Goff","labs",NA
"21573","L. Goff","make.db.names",NA
"21574","L. Goff","makeprobsvec",NA
"21575","L. Goff","samples",NA
"21576","L. Goff","print","package:base"
"21577","L. Goff","rep","package:base"
"21578","L. Goff","row.names","package:base"
"21579","L. Goff","rowSums","package:base"
"21580","L. Goff","scale","package:base"
"21581","L. Goff","stop","package:base"
"21582","L. Goff","transform","package:base"
"21583","L. Goff","unique","package:base"
"21584","L. Goff","unlist","package:base"
"21585","L. Goff","warning","package:base"
"21586","L. Goff","as.dendrogram","package:stats"
"21587","L. Goff","as.formula","package:stats"
"21588","L. Goff","hclust","package:stats"
"21589","L. Goff","order.dendrogram","package:stats"
"21590","L. Goff","p.adjust","package:stats"
"21591","L. Goff","union","package:base"
"21592","L. Goff","plot","package:graphics"
"21593","L. Goff","setValidity","package:methods"
"21594","L. Goff","signature","package:methods"
"21595","L. Goff","slot","package:methods"
"21596","L. Goff","count",NA
"21597","L. Goff","scale_fill_continuous",NA
"21598","L. Goff","scale_x_log10",NA
"21599","L. Goff","scale_y_log10",NA
"21600","L. Goff","stat_sum",NA
"21601","L. Goff","theme",NA
"21602","L. Goff","theme_bw",NA
"21603","L. Goff","varModel",NA
"21604","L. Goff","position_dodge",NA
"21605","L. Goff","repFpkm",NA
"21606","L. Goff","repFpkmMatrix",NA
"21607","L. Goff","replicates",NA
"21608","L. Goff","rescaling",NA
"21609","L. Goff","scale_color_hue",NA
"21610","L. Goff","scale_colour_manual",NA
"21611","L. Goff","scale_fill_gradient",NA
"21612","L. Goff","scale_fill_gradient2",NA
"21613","L. Goff","scale_fill_hue",NA
"21614","L. Goff","scale_x_continuous",NA
"21615","L. Goff","scale_x_discrete",NA
"21616","L. Goff","scale_y_continuous",NA
"21617","L. Goff","scale_y_discrete",NA
"21618","L. Goff","stat_smooth",NA
"21619","L. Goff","stat_summary",NA
"21620","L. Goff","str_split_fixed",NA
"21621","L. Goff","unit",NA
"21622","L. Goff","xlab",NA
"21623","L. Goff","ylab",NA
"21624","L. Goff","xlim",NA
"21625","xiaojing wang","as.character","package:base"
"21626","xiaojing wang","c","package:base"
"21627","xiaojing wang","character","package:base"
"21628","xiaojing wang","write.table","package:utils"
"21629","xiaojing wang","cdsBy",NA
"21630","xiaojing wang","exonsBy",NA
"21631","xiaojing wang","data.frame","package:base"
"21632","xiaojing wang","integer","package:base"
"21633","xiaojing wang","length","package:base"
"21634","xiaojing wang","names",".GlobalEnv"
"21635","xiaojing wang","rep","package:base"
"21636","xiaojing wang","subset","package:base"
"21637","xiaojing wang","as","package:methods"
"21638","xiaojing wang","start","package:stats"
"21639","xiaojing wang","findOverlaps",NA
"21640","xiaojing wang","fiveUTRsByTranscript",NA
"21641","xiaojing wang","intronsByTranscript",NA
"21642","xiaojing wang","queryHits",NA
"21643","xiaojing wang","ranges",NA
"21644","xiaojing wang","which","package:base"
"21645","xiaojing wang","dim","package:base"
"21646","xiaojing wang","do.call","package:base"
"21647","xiaojing wang","duplicated","package:base"
"21648","xiaojing wang","emptyenv","package:base"
"21649","xiaojing wang","exists","package:base"
"21650","xiaojing wang","factor","package:base"
"21651","xiaojing wang","file.exists","package:base"
"21652","xiaojing wang","get","package:base"
"21653","xiaojing wang","grep","package:base"
"21654","xiaojing wang","is.atomic","package:base"
"21655","xiaojing wang","is.character","package:base"
"21656","xiaojing wang","is.data.frame","package:base"
"21657","xiaojing wang","is.factor","package:base"
"21658","xiaojing wang","is.function","package:base"
"21659","xiaojing wang","is.na","package:base"
"21660","xiaojing wang","is.null","package:base"
"21661","xiaojing wang","is.vector","package:base"
"21662","xiaojing wang","lapply","package:base"
"21663","xiaojing wang","levels","package:base"
"21664","xiaojing wang","ncol","package:base"
"21665","xiaojing wang","new.env","package:base"
"21666","xiaojing wang","nrow","package:base"
"21667","xiaojing wang","seqlevels",NA
"21668","xiaojing wang","seqnames",NA
"21669","xiaojing wang","threeUTRsByTranscript",NA
"21670","xiaojing wang","transcripts",NA
"21671","xiaojing wang","values",NA
"21672","xiaojing wang","isSingleString",NA
"21673","xiaojing wang","isTRUEorFALSE",NA
"21674","xiaojing wang","SQLite",NA
"21675","xiaojing wang","trackNames",NA
"21676","xiaojing wang","ucscTableQuery",NA
"21677","xiaojing wang","listAttributes",NA
"21678","xiaojing wang","listDatasets",NA
"21679","xiaojing wang","listMarts",NA
"21680","xiaojing wang","makeTxDb",NA
"21681","xiaojing wang","martBM",NA
"21682","xiaojing wang","martDataset",NA
"21683","xiaojing wang","matchCircularity",NA
"21684","xiaojing wang","scanMart",NA
"21685","xiaojing wang","useDataset",NA
"21686","xiaojing wang","useMart",NA
"21687","xiaojing wang","paste","package:base"
"21688","xiaojing wang","rep.int","package:base"
"21689","xiaojing wang","return","package:base"
"21690","xiaojing wang","row.names","package:base"
"21691","xiaojing wang","seq_len","package:base"
"21692","xiaojing wang","split","package:base"
"21693","xiaojing wang","stop","package:base"
"21694","xiaojing wang","system.file","package:base"
"21695","xiaojing wang","system.time","package:base"
"21696","xiaojing wang","tolower","package:base"
"21697","xiaojing wang","unique","package:base"
"21698","xiaojing wang","unlist","package:base"
"21699","xiaojing wang","unname","package:base"
"21700","xiaojing wang","warning","package:base"
"21701","xiaojing wang","end","package:stats"
"21702","xiaojing wang","intersect","package:base"
"21703","xiaojing wang","download.file","package:utils"
"21704","xiaojing wang","read.table","package:utils"
"21705","xiaojing wang","union","package:base"
"21706","xiaojing wang","width",NA
"21707","Andreas Mock","assign","package:base"
"21708","Andreas Mock","class","package:base"
"21709","Andreas Mock","is.null","package:base"
"21710","Andreas Mock","names",".GlobalEnv"
"21711","Andreas Mock","stop","package:base"
"21712","Andreas Mock","system.file","package:base"
"21713","Andreas Mock","vector","package:base"
"21714","Andreas Mock","runApp",NA
"21715","Matthias Futschik","colSums","package:base"
"21716","Matthias Futschik","cos","package:base"
"21717","Matthias Futschik","ncol","package:base"
"21718","Matthias Futschik","backgroundData",NA
"21719","Matthias Futschik","f",NA
"21720","Matthias Futschik","seq_len","package:base"
"21721","Matthias Futschik","sin","package:base"
"21722","Matthias Futschik","sqrt","package:base"
"21723","Matthias Futschik","t","package:base"
"21724","Matthias Futschik","rowMeans","package:base"
"21725","Matthias Futschik","featureNames",NA
"21726","Matthias Futschik","fourierscore",NA
"21727","Matthias Futschik","standardise",NA
"21728","Matthias Futschik","unlist","package:base"
"21729","Matthias Futschik","ar","package:stats"
"21730","Matthias Futschik","rnorm","package:stats"
"21731","Matthias Futschik","exprs",NA
"21732","Aaron Lun","invisible","package:base"
"21733","Aaron Lun","tail","package:utils"
"21734","Aaron Lun","cellData",NA
"21735","Aaron Lun","cellIntensities",NA
"21736","Aaron Lun","is.character","package:base"
"21737","Aaron Lun","is.na","package:base"
"21738","Aaron Lun","is.null","package:base"
"21739","Aaron Lun","is.unsorted","package:base"
"21740","Aaron Lun","logical","package:base"
"21741","Aaron Lun","markerData",NA
"21742","Aaron Lun","metadata",NA
"21743","Aaron Lun","ncells",NA
"21744","Aaron Lun","rowData",NA
"21745","Aaron Lun","CyData",NA
"21746","Aaron Lun","match","package:base"
"21747","Aaron Lun","ncol","package:base"
"21748","Aaron Lun","nrow","package:base"
"21749","Aaron Lun","stopifnot","package:base"
"21750","Aaron Lun","order","package:base"
"21751","Aaron Lun","rev","package:base"
"21752","Aaron Lun","tryCatch","package:base"
"21753","Aaron Lun","unique","package:base"
"21754","Aaron Lun","as","package:methods"
"21755","Aaron Lun","markernames",NA
"21756","Aaron Lun","nmarkers",NA
"21757","Aaron Lun","sampleNames",NA
"21758","Aaron Lun","hr",NA
"21759","Aaron Lun","HTML",NA
"21760","Aaron Lun","htmlOutput",NA
"21761","Aaron Lun","intensities",NA
"21762","Aaron Lun","intensityRanges",NA
"21763","Aaron Lun","labelSpheres",NA
"21764","Aaron Lun","makeClosestTable",NA
"21765","Aaron Lun","makeHistograms",NA
"21766","Aaron Lun","makeHistoryTable",NA
"21767","Aaron Lun","makeLabPlot",NA
"21768","Aaron Lun","makeMetricTable",NA
"21769","Aaron Lun","makeNavPlot",NA
"21770","Aaron Lun","nearPoints",NA
"21771","Aaron Lun","observe",NA
"21772","Aaron Lun","observeEvent",NA
"21773","Aaron Lun","pageWithSidebar",NA
"21774","Aaron Lun","round","package:base"
"21775","Aaron Lun","rownames","package:base"
"21776","Aaron Lun","sort","package:base"
"21777","Aaron Lun","sqrt","package:base"
"21778","Aaron Lun","strsplit","package:base"
"21779","Aaron Lun","col2rgb","package:grDevices"
"21780","Aaron Lun","rainbow","package:grDevices"
"21781","Aaron Lun","approx","package:stats"
"21782","Aaron Lun","coef","package:stats"
"21783","Aaron Lun","lm","package:stats"
"21784","Aaron Lun","splinefun","package:stats"
"21785","Aaron Lun","hist","package:graphics"
"21786","Aaron Lun","lines","package:graphics"
"21787","Aaron Lun","plot","package:graphics"
"21788","Aaron Lun","points","package:graphics"
"21789","Aaron Lun","plot.new","package:graphics"
"21790","Aaron Lun","polygon","package:graphics"
"21791","Aaron Lun","segments","package:graphics"
"21792","Aaron Lun","text","package:graphics"
"21793","Aaron Lun","rgb","package:grDevices"
"21794","Aaron Lun",".reorganize_cells",NA
"21795","Aaron Lun","setReplaceMethod","package:methods"
"21796","Aaron Lun","intersect","package:base"
"21797","Aaron Lun","setdiff","package:base"
"21798","Aaron Lun","plotOutput",NA
"21799","Aaron Lun","reactive",NA
"21800","Aaron Lun","reactiveAddPlot",NA
"21801","Aaron Lun","reactiveClosestTable",NA
"21802","Aaron Lun","reactiveHistoryTable",NA
"21803","Aaron Lun","reactiveHistPlot",NA
"21804","Aaron Lun","reactiveLabPlot",NA
"21805","Aaron Lun","reactiveMetricTable",NA
"21806","Aaron Lun","reactiveNavPlot",NA
"21807","Aaron Lun","reactiveValues",NA
"21808","Aaron Lun","renderPlot",NA
"21809","Aaron Lun","renderTable",NA
"21810","Aaron Lun","renderUI",NA
"21811","Aaron Lun","runApp",NA
"21812","Aaron Lun","selectInput",NA
"21813","Aaron Lun","shinyApp",NA
"21814","Aaron Lun","sidebarPanel",NA
"21815","Aaron Lun","sliderInput",NA
"21816","Aaron Lun","stopApp",NA
"21817","Aaron Lun","tableOutput",NA
"21818","Aaron Lun","textInput",NA
"21819","Aaron Lun","unpackIndices",NA
"21820","Aaron Lun","updateSelectInput",NA
"21821","Aaron Lun","updateTextInput",NA
"21822","Aaron Lun","viridis",NA
"21823","Jinmiao Chen","as.data.frame","package:base"
"21824","Jinmiao Chen","as.matrix","package:base"
"21825","Jinmiao Chen","c","package:base"
"21826","Jinmiao Chen","read.table","package:utils"
"21827","Jinmiao Chen","cluster_louvain",NA
"21828","Jinmiao Chen","find_neighbors",NA
"21829","Jinmiao Chen","cat","package:base"
"21830","Jinmiao Chen","colnames","package:base"
"21831","Jinmiao Chen","is.data.frame","package:base"
"21832","Jinmiao Chen","is.matrix","package:base"
"21833","Jinmiao Chen","length","package:base"
"21834","Jinmiao Chen","message","package:base"
"21835","Jinmiao Chen","is","package:methods"
"21836","Jinmiao Chen","predict","package:stats"
